,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
86,fallacy of extension,0,"Global warming alarmism provides them , more than any other issue , with the things they
most want : For politicians it ’ s money and power . For environmentalists it ’ s money for their
organizations and confirmation of their near religious devotion to the idea that man is a
destructive force acting upon nature . And for the media it ’ s ideology , money , and headlines ."," ""Global warming alarmism provides politicians with money and power, environmentalists with money for their organizations and confirmation of their beliefs, and media with ideology, money, and headlines.""  "," ""Global warming alarmism serves various interests.""","ProvidesMoney(a,c),  ProvidesPower(a,c),  ProvidesMoney(a,d),  ProvidesConfirmation(a,d),  ProvidesIdeology(a,e),  ProvidesMoney(a,e),  ProvidesHeadlines(a,e)","ServesInterests(a, b)",[],"[(' global warming alarmism', ' Global warming alarmism'), (' money', ' various interests'), (' power', ' various interests'), (' money for their organizations', ' various interests'), (' confirmation of their beliefs', ' various interests'), (' headlines', ' various interests')]","[(' global warming alarmism', ' various interests'), (' Global warming alarmism', ' power'), (' confirmation of their beliefs', ' Global warming alarmism'), (' Global warming alarmism', ' media'), (' media', ' various interests'), (' ideology', ' Global warming alarmism'), (' Global warming alarmism', ' headlines')]","ProvidesMoney(a,c) and ProvidesPower(a,c) and ProvidesMoney(a,d) and ProvidesConfirmation(a,d) and ProvidesIdeology(a,e) and ProvidesMoney(a,e) and ProvidesHeadlines(a,e)","ServesInterests(a, b)","(exists e (forall a (exists a (ProvidesMoney(a,c) and ProvidesPower(a,c) and ProvidesMoney(a,d) and ProvidesConfirmation(a,d) and ProvidesIdeology(a,e) and ProvidesMoney(a,e) and ProvidesHeadlines(a,e))))) -> (exists a (forall b (ServesInterests(a, b))))","(exists c (exists d (exists a (exists e (ProvidesMoney(a,c) and ProvidesPower(a,c) and ProvidesMoney(a,d) and ProvidesConfirmation(a,d) and ProvidesIdeology(a,e) and ProvidesMoney(a,e) and ProvidesHeadlines(a,e)))))) -> (exists a (exists b (ServesInterests(a, b))))",LF
87,fallacy of logic,0,"As long as the ice-water mix is well-stirred ( like a glass of ice water ) , the surface temperature stays at the freezing point until all the ice melts ."," ""The surface temperature stays at the freezing point until all the ice melts.""  "," ""The ice-water mix is well-stirred.""  ","IsAtFreezingPoint(b),  IsMelting(c)",IsWellStirred(a),[],"[(' the freezing point', ' The ice-water mix')]","[(' The surface temperature', ' The ice-water mix')]",IsAtFreezingPoint(b) and (IsMelting(c) and ~IsAtFreezingPoint(b)),IsWellStirred(a),(exists b (IsAtFreezingPoint(b) and (IsMelting(c) and ~IsAtFreezingPoint(b)))) -> (forall a (IsWellStirred(a))),(exists c (exists b (IsAtFreezingPoint(b) and (IsMelting(c) and ~IsAtFreezingPoint(b))))) -> (exists a (IsWellStirred(a))),Valid
88,faulty generalization,0,The sea has crept up to the point that a high tide and a brisk wind are all it takes to send water pouring into streets and homes .," ""High tide and brisk wind send water pouring into streets and homes.""  "," ""High tide and brisk wind cause flooding in streets and homes.""","IsHighTide(a),  IsBriskWind(b),  SendsWater(c),  IsInStreets(c,d),  IsInHomes(c,e)","IsHighTide(a),  IsBriskWind(b),  CausesFlooding(c),  IsInStreets(c,d),  IsInHomes(c,e)",[],"[(' High tide', ' High tide'), (' brisk wind', ' brisk wind'), (' water', ' flooding'), (' streets', ' streets'), (' homes', ' homes')]","[(' brisk wind', ' homes'), (' High tide', ' water'), (' brisk wind', ' homes')]","(IsHighTide(a) and IsBriskWind(b)) and (SendsWater(c) and IsInStreets(c,d) and IsInHomes(c,e))","(IsHighTide(a) and IsBriskWind(b)) and (CausesFlooding(c) and IsInStreets(c,d) and IsInHomes(c,e))","(exists a (exists b ((IsHighTide(a) and IsBriskWind(b)) and (SendsWater(c) and IsInStreets(c,d) and IsInHomes(c,e))))) -> (exists a (forall c (exists b (forall e ((IsHighTide(a) and IsBriskWind(b)) and (CausesFlooding(c) and IsInStreets(c,d) and IsInHomes(c,e)))))))","(exists c (exists d (exists a (exists e (exists b ((IsHighTide(a) and IsBriskWind(b)) and (SendsWater(c) and IsInStreets(c,d) and IsInHomes(c,e)))))))) -> (exists c (exists d (exists a (exists e (exists b ((IsHighTide(a) and IsBriskWind(b)) and (CausesFlooding(c) and IsInStreets(c,d) and IsInHomes(c,e))))))))",
89,intentional,0,The international team onboard the Russian research ship R/V Akademik Keldysh said most of the bubbles were currently dissolving in the water but methane levels at the surface were four to eight times what would normally be expected and this was venting into the atmosphere .," ""Most of the bubbles are currently dissolving in the water.""  "," ""Methane levels at the surface are four to eight times what would normally be expected.""","IsDissolving(a, b)","IsAtSurface(c),  IsFourToEightTimesExpected(c)",[],[],"[(' Most of the bubbles', ' surface'), (' the water', ' surface')]","IsDissolving(a, b)",IsAtSurface(c) and IsFourToEightTimesExpected(c),"(IsDissolving(a, b)) -> (IsAtSurface(c) and IsFourToEightTimesExpected(c))","(exists a (exists b (IsDissolving(a, b)))) -> (exists c (IsAtSurface(c) and IsFourToEightTimesExpected(c)))",LF
90,intentional,0,"While it 's too soon to say precisely how global warming may have affected the rare confluence of events that conspired to dump at least 26.88 inches of rain in less than four days on South Carolina , changes in extreme precipitation events are one of global warming 's most well-documented climate change impacts ."," ""Changes in extreme precipitation events are one of global warming's most well-documented climate change impacts.""  "," ""Global warming may have affected the rare confluence of events that dumped at least 26.88 inches of rain in less than four days on South Carolina.""","IsDocumentedImpact(b, a),  IsImpactOf(c, a)","Affects(a, d),  CausesRain(e, d),  IsInRegion(d, f)",[],"[(' global warming', ' Global warming')]","[(' Changes in extreme precipitation events', ' Global warming'), (' Changes in extreme precipitation events', ' the rare confluence of events'), (' 26.88 inches of rain', ' Changes in extreme precipitation events'), (' Changes in extreme precipitation events', ' South Carolina'), (' global warming', ' the rare confluence of events'), (' climate change impacts', ' Global warming'), (' the rare confluence of events', ' climate change impacts'), (' 26.88 inches of rain', ' climate change impacts'), (' South Carolina', ' climate change impacts')]","IsDocumentedImpact(b, a) and IsImpactOf(c, a)","Affects(a, d) and (CausesRain(e, d) and IsInRegion(d, f))","(forall c (exists c (exists a (forall b (exists b (IsDocumentedImpact(b, a) and IsImpactOf(c, a))))))) -> (forall f (exists e (forall d (forall a (Affects(a, d) and (CausesRain(e, d) and IsInRegion(d, f)))))))","(exists c (exists a (exists b (IsDocumentedImpact(b, a) and IsImpactOf(c, a))))) -> (exists d (exists a (exists e (exists f (Affects(a, d) and (CausesRain(e, d) and IsInRegion(d, f)))))))",LF
91,false causality,0,Any increase in flooding activity is due to human alterations of river and stream flow rather than precipitation changes .," ""Any increase in flooding activity is due to human alterations of river and stream flow.""  "," ""Human alterations of river and stream flow cause flooding activity.""","IsDueTo(a, b),  Alters(c, d)","IsCauseOf(b, a),  Alters(c, d)",[],"[(' Any increase in flooding activity', ' flooding activity'), (' human alterations', ' Human alterations'), (' river', ' river'), (' stream flow', ' stream flow')]","[(' Any increase in flooding activity', ' Human alterations'), (' river', ' Any increase in flooding activity'), (' stream flow', ' Any increase in flooding activity'), (' stream flow', ' river'), (' river', ' flooding activity'), (' stream flow', ' river'), (' stream flow', ' flooding activity')]","IsDueTo(a, b) and Alters(c, d)","IsCauseOf(b, a) and Alters(c, d)","(exists d (exists c (exists a (IsDueTo(a, b) and Alters(c, d))))) -> (forall c (exists d (exists c (forall a (exists a (forall b (IsCauseOf(b, a) and Alters(c, d))))))))","(exists c (exists d (exists a (exists b (IsDueTo(a, b) and Alters(c, d)))))) -> (exists c (exists d (exists a (exists b (IsCauseOf(b, a) and Alters(c, d))))))",LF
92,faulty generalization,0,"Still , the shift is precisely what he and other cyclone experts said would be expected from climate change ."," ""The shift is what cyclone experts said would be expected from climate change.""  "," ""The shift is expected from climate change.""","IsExpectedFrom(a, b),  IsSaidBy(c, a)","IsExpectedFrom(a, b)",[],"[(' The shift', ' The shift'), (' climate change', ' climate change')]","[(' The shift', ' climate change'), (' cyclone experts', ' The shift'), (' The shift', ' climate change')]","IsExpectedFrom(a, b) and IsSaidBy(c, a)","IsExpectedFrom(a, b)","(exists c (exists a (IsExpectedFrom(a, b) and IsSaidBy(c, a)))) -> (forall a (exists a (forall b (IsExpectedFrom(a, b)))))","(exists c (exists a (exists b (IsExpectedFrom(a, b) and IsSaidBy(c, a))))) -> (exists a (exists b (IsExpectedFrom(a, b))))",Valid
93,appeal to emotion,0,“ This has been the saddest research trip of my life ”," ""This research trip has been the saddest of my life.""  "," ""This research trip is the saddest experience.""","IsSaddest(a),  IsPartOf(b)","IsSaddest(a),  IsSaddestExperience(c)",[],"[(' This research trip', ' This research trip')]","[(' This research trip', ' my life')]",IsSaddest(a) and IsPartOf(b),IsSaddest(a) and IsSaddestExperience(c),(forall b (IsSaddest(a) and IsPartOf(b))) -> (exists a (IsSaddest(a) and IsSaddestExperience(c))),(exists a (exists b (IsSaddest(a) and IsPartOf(b)))) -> (exists c (exists a (IsSaddest(a) and IsSaddestExperience(c)))),LF
94,fallacy of logic,0,Eight countries control land in the Arctic Circle . Five have coastlines to defend . The temperature is rising . The ice is melting . The race for newly accessible resources is beginning . And Russia is gaining ground .," ""Eight countries control land in the Arctic Circle.""  "," ""Russia is gaining control of newly accessible resources.""","ControlsLand(a, b),  IsInArcticCircle(b, c)","GainsControl(d, e)",[],[],"[(' Eight countries', ' newly accessible resources'), (' land', ' newly accessible resources'), (' Arctic Circle', ' newly accessible resources')]","ControlsLand(a, b) and IsInArcticCircle(b, c)","GainsControl(d, e)","(exists c (exists b (exists a (ControlsLand(a, b) and IsInArcticCircle(b, c))))) -> (forall e (GainsControl(d, e)))","(exists c (exists a (exists b (ControlsLand(a, b) and IsInArcticCircle(b, c))))) -> (exists d (exists e (GainsControl(d, e))))",LF
95,intentional,0,You ’ ve only got to look at Singapore .," ""Singapore is worth looking at.""  "," ""You should look at Singapore.""",IsWorthLookingAt(a),"IsLookedAt(b, a)",[],"[(' Singapore', ' Singapore')]",[],IsWorthLookingAt(a),"IsLookedAt(b, a)","(IsWorthLookingAt(a)) -> (IsLookedAt(b, a))","(exists a (IsWorthLookingAt(a))) -> (exists a (exists b (IsLookedAt(b, a))))",LF
96,appeal to emotion,0,"Meanwhile , Mr Beckwith confirmed the changes would usher in a sustained period of “ climate system mayhem ” which could prove difficult to resolve ."," ""The changes would usher in a sustained period of climate system mayhem.""  "," ""The climate system mayhem could prove difficult to resolve.""","CausesChange(a),  IsSustainedPeriod(b),  IsClimateSystemMayhem(c)","IsClimateSystem(d),  IsMayhem(e),  IsDifficultToResolve(e)",[],[],"[(' mayhem', ' The changes'), (' The climate system', ' a sustained period'), (' mayhem', ' a sustained period')]",CausesChange(a) and (IsSustainedPeriod(b) and IsClimateSystemMayhem(c)),IsClimateSystem(d) and IsMayhem(e) and IsDifficultToResolve(e),(forall b (forall a (CausesChange(a) and (IsSustainedPeriod(b) and IsClimateSystemMayhem(c))))) -> (exists d (exists e (IsClimateSystem(d) and IsMayhem(e) and IsDifficultToResolve(e)))),(exists c (exists a (exists b (CausesChange(a) and (IsSustainedPeriod(b) and IsClimateSystemMayhem(c)))))) -> (exists d (exists e (IsClimateSystem(d) and IsMayhem(e) and IsDifficultToResolve(e)))),LF
97,intentional,0,"Temperature , like viscosity and density , and of course phone numbers , is not something that can be meaningfully averaged . “ Global temperature ” does not exist ."," ""Temperature cannot be meaningfully averaged.""  "," ""Global temperature does not exist.""",IsTemperature(a),"IsGlobalTemperature(b),  DoesNotExist(b)",[],[],"[(' Temperature', ' Global temperature')]",~CanBeAveraged(a),IsGlobalTemperature(b) and DoesNotExist(b),(exists a (~CanBeAveraged(a))) -> (forall b (IsGlobalTemperature(b) and DoesNotExist(b))),(exists a (~CanBeAveraged(a))) -> (exists b (IsGlobalTemperature(b) and DoesNotExist(b))),LF
98,false causality,0,"The Little Ice Age
ended as recently as 1850 . Therefore , it is no surprise that we now are expe riencing a period of warming ."," ""The Little Ice Age ended as recently as 1850.""  "," ""We are experiencing a period of warming.""","Ended(a, b)","IsExperiencing(c, d)",[],[],"[(' The Little Ice Age', ' a period of warming'), (' 1850', ' a period of warming')]","Ended(a, b)","IsExperiencing(c, d)","(exists b (exists a (Ended(a, b)))) -> (forall d (IsExperiencing(c, d)))","(exists a (exists b (Ended(a, b)))) -> (exists c (exists d (IsExperiencing(c, d))))",LF
99,intentional,0,"By ignoring history and geology , any claim of unusual weather can be made sensational .", Any claim of unusual weather can be made sensational by ignoring history and geology.  , Ignoring history and geology makes any claim of unusual weather sensational.,"IsClaimed(a),  IsUnusualWeather(b),  IgnoresHistory(a,c),  IgnoresGeology(a,d)","IsClaimed(a),  IsUnusualWeather(b),  IgnoresHistory(a,c),  IgnoresGeology(a,d),  MakesSensational(a,b)",[],"[(' Any claim', ' any claim'), (' unusual weather', ' unusual weather'), (' history', ' history'), (' geology', ' geology')]","[(' unusual weather', ' history'), (' history', ' any claim'), (' unusual weather', ' history')]","IsClaimed(a) and IsUnusualWeather(b) and (IgnoresHistory(a,c) and IgnoresGeology(a,d))","(IgnoresHistory(a,c) and IgnoresGeology(a,d)) and MakesSensational(a,b)","(exists c (exists b (IsClaimed(a) and IsUnusualWeather(b) and (IgnoresHistory(a,c) and IgnoresGeology(a,d))))) -> (exists b (forall c ((IgnoresHistory(a,c) and IgnoresGeology(a,d)) and MakesSensational(a,b))))","(exists c (exists d (exists a (exists b (IsClaimed(a) and IsUnusualWeather(b) and (IgnoresHistory(a,c) and IgnoresGeology(a,d))))))) -> (exists c (exists d (exists a (exists b ((IgnoresHistory(a,c) and IgnoresGeology(a,d)) and MakesSensational(a,b))))))",
100,,1,"Coach talks with football player, other players and crowd in background. Thus, a football coach talks with his player in front of the team and the crowd."," ""A football coach talks with his player in front of the team and the crowd.""  "," ""A football coach talks with football players.""  ","TalksWith(a,b),  IsInFrontOf(b,c),  IsInFrontOf(b,d)","TalksWith(a,e)",[],"[(' A football coach', ' A football coach')]","[(' his player', ' football players'), (' football players', ' the team')]","TalksWith(a,b) and IsInFrontOf(b,c) and IsInFrontOf(b,d)","TalksWith(a,e)","(forall c (exists b (TalksWith(a,b) and IsInFrontOf(b,c) and IsInFrontOf(b,d)))) -> (forall e (TalksWith(a,e)))","(exists c (exists d (exists a (exists b (TalksWith(a,b) and IsInFrontOf(b,c) and IsInFrontOf(b,d)))))) -> (exists a (exists e (TalksWith(a,e))))",Valid
101,,1,"Two men watching one man make a golf putt on the set of Sports Center. As a consequence, people watching sports."," ""Two men are watching one man make a golf putt on the set of Sports Center.""  "," ""People are watching sports.""","IsWatching(a,b),  IsMaking(b,c),  IsOnSet(b,d)","IsWatching(e,f)",[],[],"[(' golf putt', ' sports'), (' set of Sports Center', ' sports')]","IsWatching(a,b) and IsMaking(b,c) and IsOnSet(b,d)","IsWatching(e,f)","(exists d (exists c (IsWatching(a,b) and IsMaking(b,c) and IsOnSet(b,d)))) -> (forall f (IsWatching(e,f)))","(exists c (exists d (exists a (exists b (IsWatching(a,b) and IsMaking(b,c) and IsOnSet(b,d)))))) -> (exists e (exists f (IsWatching(e,f))))",Valid
102,,1,"Six women wait to use a port-o-john in a field. Thus, women are outside.", Six women wait to use a port-o-john in a field.  , Women are outside.,"IsWaiting(a,b),  IsInField(b,c)",IsOutside(d),[],[],"[(' Six women', ' Women')]","IsWaiting(a,b) and IsInField(b,c)",IsOutside(d),"(exists a (IsWaiting(a,b) and IsInField(b,c))) -> (forall d (IsOutside(d)))","(exists c (exists a (exists b (IsWaiting(a,b) and IsInField(b,c))))) -> (exists d (IsOutside(d)))",LF
103,,1,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing. It follows that one woman speaking into a microphone while a second woman writes beside her.," ""One woman is speaking into a microphone while a second woman is writing beside her.""  "," ""One woman is wearing a black top and glasses.""","IsSpeaking(a,c),  IsWriting(b),  IsBeside(b,a)","IsWearing(a,d),  IsWearingGlasses(a,e)",[],"[(' One woman', ' One woman')]",[],"IsSpeaking(a,c) and IsWriting(b) and IsBeside(b,a)","IsWearing(a,d) and IsWearingGlasses(a,e)","(IsSpeaking(a,c) and IsWriting(b) and IsBeside(b,a)) -> (IsWearing(a,d) and IsWearingGlasses(a,e))","(exists c (exists a (exists b (IsSpeaking(a,c) and IsWriting(b) and IsBeside(b,a))))) -> (exists d (exists a (exists e (IsWearing(a,d) and IsWearingGlasses(a,e)))))",LF
104,,1,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. Therefore, a tan girl runs leans over an object."," ""One tan girl with a wool hat is running and leaning over an object.""  "," ""A tan girl runs and leans over an object.""","IsTan(b),  IsWearingWoolHat(b,c),  IsRunning(b),  IsLeaningOver(b,a)","IsTan(d),  IsRunning(d),  IsLeaningOver(d,a)",[],"[(' an object', ' an object')]","[(' One tan girl', ' A tan girl'), (' a wool hat', ' an object')]","IsTan(b) and IsWearingWoolHat(b,c) and IsRunning(b) and IsLeaningOver(b,a)","IsTan(d) and IsRunning(d) and IsLeaningOver(d,a)","(exists c (exists b (IsTan(b) and IsWearingWoolHat(b,c) and IsRunning(b) and IsLeaningOver(b,a)))) -> (forall a (forall d (IsTan(d) and IsRunning(d) and IsLeaningOver(d,a))))","(exists c (exists a (exists b (IsTan(b) and IsWearingWoolHat(b,c) and IsRunning(b) and IsLeaningOver(b,a))))) -> (exists d (exists a (IsTan(d) and IsRunning(d) and IsLeaningOver(d,a))))",Valid
105,,1,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention.," ""A scientist studies a slide in order to work on her new creation.""  "," ""A scientist studies a slide that is related to a scientist's invention.""","Studies(a, b),  WorksOn(a, c)","Studies(a, b),  IsRelatedTo(b, d)",[],"[(' A scientist', ' A scientist'), (' a slide', ' a slide')]","[("" a scientist's invention"", ' A scientist'), (' a slide', ' her new creation')]","Studies(a, b) and WorksOn(a, c)","Studies(a, b) and IsRelatedTo(b, d)","(forall c (forall a (Studies(a, b) and WorksOn(a, c)))) -> (exists b (exists d (Studies(a, b) and IsRelatedTo(b, d))))","(exists c (exists a (exists b (Studies(a, b) and WorksOn(a, c))))) -> (exists d (exists a (exists b (Studies(a, b) and IsRelatedTo(b, d)))))",LF
106,,1,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball."," ""A red dog jumps and catches a tennis ball in its mouth.""  "," ""A dog catches a ball.""","IsRed(a),  Jumps(a),  Catches(a, b),  IsInMouth(a, c)","IsDog(d),  Catches(d, e)",[],[],[],"IsRed(a) and Jumps(a) and Catches(a, b) and IsInMouth(b, c)","IsDog(d) and Catches(d, e)","(IsRed(a) and Jumps(a) and Catches(a, b) and IsInMouth(b, c)) -> (IsDog(d) and Catches(d, e))","(exists c (exists a (exists b (IsRed(a) and Jumps(a) and Catches(a, b) and IsInMouth(b, c))))) -> (exists d (exists e (IsDog(d) and Catches(d, e))))",LF
107,,1,"A group of dogs stand in the snow. Thus, there are animals outdoors."," ""A group of dogs stand in the snow.""  "," ""Dogs are animals outdoors.""",IsInTheSnow(a),"IsDog(c),  IsAnimal(c),  IsOutdoors(e)",[],[],"[(' Dogs', ' A group of dogs'), (' A group of dogs', ' animals'), (' the snow', ' outdoors')]",IsInTheSnow(a),IsDog(c) and IsAnimal(c) and IsOutdoors(e),(forall a (IsInTheSnow(a))) -> (exists c (IsDog(c) and IsAnimal(c) and IsOutdoors(e))),(exists a (IsInTheSnow(a))) -> (exists c (exists e (IsDog(c) and IsAnimal(c) and IsOutdoors(e)))),LF
108,,1,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.," ""This person is snowboarding on a small pile of snow on a sunny cold day.""  "," ""The young snowboarder is sizing up the next jump.""","IsSnowboarding(a),  IsOn(b),  IsSunny(c),  IsCold(c)","IsYoung(d),  IsSizingUp(d, e)",[],[],"[(' the next jump', ' This person')]",IsSnowboarding(a) and IsOn(b) and IsSunny(c) and IsCold(c),"IsYoung(d) and IsSizingUp(d, e)","(forall a (IsSnowboarding(a) and IsOn(b) and IsSunny(c) and IsCold(c))) -> (exists e (IsYoung(d) and IsSizingUp(d, e)))","(exists c (exists a (exists b (IsSnowboarding(a) and IsOn(b) and IsSunny(c) and IsCold(c))))) -> (exists d (exists e (IsYoung(d) and IsSizingUp(d, e))))",LF
109,,1,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. As a consequence, people watch men in kilts."," ""A large number of people are watching men dressed in kilts.""  "," ""People watch men in kilts.""","IsLargeNumber(c),  IsWatching(c, a),  IsDressedIn(a, b)","IsWatching(d, a),  IsInKilts(a, b)",[],"[(' men', ' men'), (' kilts', ' kilts')]","[(' A large number of people', ' People'), (' men', ' A large number of people'), (' men', ' People'), (' kilts', ' men'), (' kilts', ' men')]","IsLargeNumber(c) and IsWatching(c, a) and IsDressedIn(a, b)","IsWatching(d, a) and IsInKilts(a, b)","(exists b (exists a (forall c (exists c (IsLargeNumber(c) and IsWatching(c, a) and IsDressedIn(a, b)))))) -> (exists b (forall a (exists a (forall d (IsWatching(d, a) and IsInKilts(a, b))))))","(exists c (exists a (exists b (IsLargeNumber(c) and IsWatching(c, a) and IsDressedIn(a, b))))) -> (exists d (exists a (exists b (IsWatching(d, a) and IsInKilts(a, b)))))",LF
110,,1,"A boy is riding down the road between two cows. Consequently, a boy, a road and two cows."," ""A boy is riding down the road between two cows.""  "," ""There is a boy, a road, and two cows.""","IsRiding(a, c),  IsBetween(a, b)","IsPresent(a),  IsPresent(d),  IsPresent(b)",[],"[(' A boy', ' a boy'), (' two cows', ' two cows')]","[(' the road', ' a road')]","IsRiding(a, c) and IsBetween(a, b)",IsPresent(a) and IsPresent(d) and IsPresent(b),"(exists c (IsRiding(a, c) and IsBetween(a, b))) -> (forall d (IsPresent(a) and IsPresent(d) and IsPresent(b)))","(exists c (exists a (exists b (IsRiding(a, c) and IsBetween(a, b))))) -> (exists d (exists a (exists b (IsPresent(a) and IsPresent(d) and IsPresent(b)))))",LF
111,,1,A bald man is getting out of a small blue car. It follows that the man is bald.," ""A bald man is getting out of a small blue car.""  "," ""The man is bald.""","IsBald(a),  IsGettingOutOf(b, a),  IsSmall(b),  IsBlue(b)",IsBald(c),[],[],[],"IsBald(a) and IsGettingOutOf(b, a) and IsSmall(b) and IsBlue(b)",IsBald(c),"(IsBald(a) and IsGettingOutOf(b, a) and IsSmall(b) and IsBlue(b)) -> (IsBald(c))","(exists a (exists b (IsBald(a) and IsGettingOutOf(b, a) and IsSmall(b) and IsBlue(b)))) -> (exists c (IsBald(c)))",Valid
112,,1,"Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background. Thus, young boys kicking around a soccer ball."," ""Young boys in green and blue jerseys kick around a soccer ball.""  "," ""Young boys in green and blue jerseys are playing soccer.""","IsYoung(a),  IsWearingGreenAndBlueJerseys(a),  Kicks(c)","IsYoung(a),  IsWearingGreenAndBlueJerseys(a),  IsPlaying(f)",[],"[(' Young boys', ' Young boys')]","[(' green jerseys', ' green and blue jerseys'), (' blue jerseys', ' green and blue jerseys'), (' green and blue jerseys', ' soccer'), (' soccer ball', ' soccer')]",IsYoung(a) and IsWearingGreenAndBlueJerseys(a) and Kicks(c),IsYoung(a) and IsWearingGreenAndBlueJerseys(a) and IsPlaying(f),(exists c (IsYoung(a) and IsWearingGreenAndBlueJerseys(a) and Kicks(c))) -> (forall f (IsYoung(a) and IsWearingGreenAndBlueJerseys(a) and IsPlaying(f))),(exists c (exists a (IsYoung(a) and IsWearingGreenAndBlueJerseys(a) and Kicks(c)))) -> (exists a (exists f (IsYoung(a) and IsWearingGreenAndBlueJerseys(a) and IsPlaying(f)))),LF
113,,1,"A girl playing a violin along with a group of people. Consequently, a girl is playing an instrument."," ""A girl is playing a violin.""  "," ""A girl is playing an instrument.""  ","IsPlaying(a, b)","IsPlaying(a, c)",[],"[(' A girl', ' A girl')]",[],"IsPlaying(a, b)","IsPlaying(a, c)","(IsPlaying(a, b)) -> (IsPlaying(a, c))","(exists a (exists b (IsPlaying(a, b)))) -> (exists c (exists a (IsPlaying(a, c))))",Valid
114,,1,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom. It follows that two boys washing their hands.," ""Two small boys in blue soccer uniforms wash their hands.""  "," ""Two boys are washing their hands.""","IsSmall(b),  IsInBlueSoccerUniforms(b),  WashesHands(b)","IsWashing(d),  WashesHands(d)",[],"[(' their hands', ' their hands')]","[(' Two small boys', ' Two boys')]",IsSmall(b) and IsInBlueSoccerUniforms(b) and WashesHands(b),IsWashing(d) and WashesHands(d),(exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and WashesHands(b))) -> (forall d (IsWashing(d) and WashesHands(d))),(exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and WashesHands(b))) -> (exists d (IsWashing(d) and WashesHands(d))),LF
115,,1,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by. This implies that there are three soccer players.," ""A soccer player in white kicks a ball.""  "," ""There are three soccer players.""","IsInWhite(a),  Kicks(b, a)","IsSoccerPlayer(c),  HasCount(c, 3)",[],[],[],"IsInWhite(a) and Kicks(b, a)","IsSoccerPlayer(c) and HasCount(c, 3)","(IsInWhite(a) and Kicks(b, a)) -> (IsSoccerPlayer(c) and HasCount(c, 3))","(exists a (exists b (IsInWhite(a) and Kicks(b, a)))) -> (exists c (IsSoccerPlayer(c) and HasCount(c, 3)))",
116,,1,"Children playing a video game together. Thus, the kids are indoors playing a video game."," ""Children are playing a video game together.""  "," ""The kids are indoors.""","IsPlaying(a, b)",IsIndoors(c),[],[],"[(' Children', ' The kids'), (' The kids', ' a video game')]","IsPlaying(a, b)",IsIndoors(c),"(forall b (exists a (IsPlaying(a, b)))) -> (forall c (IsIndoors(c)))","(exists a (exists b (IsPlaying(a, b)))) -> (exists c (IsIndoors(c)))",LF
117,,1,Two people in coats kiss on the side of a road. This implies that people show their appreciation for another., Two people in coats kiss on the side of a road.  , People show their appreciation for one another.,"IsWearingCoat(a),  Kisses(a),  IsOnSideOfRoad(a, d)","ShowsAppreciation(e, f),  IsFor(g)",[],[],"[(' Two people', ' their'), (' one another', ' Two people'), (' side', ' People'), (' side', ' their'), (' side', ' one another'), (' road', ' their'), (' road', ' one another')]","IsWearingCoat(a) and Kisses(a) and IsOnSideOfRoad(a, d)","ShowsAppreciation(e, f) and IsFor(g)","(exists d (forall a (exists a (IsWearingCoat(a) and Kisses(a) and IsOnSideOfRoad(a, d))))) -> (forall g (exists g (forall f (ShowsAppreciation(e, f) and IsFor(g)))))","(exists d (exists a (IsWearingCoat(a) and Kisses(a) and IsOnSideOfRoad(a, d)))) -> (exists g (exists e (exists f (ShowsAppreciation(e, f) and IsFor(g)))))",LF
118,,1,Woman reading a book with a grocery tote. It follows that a woman is reading.," ""A woman is reading a book with a grocery tote.""  "," ""A woman is reading.""","IsReading(a),  HasGroceryTote(a)",IsReading(a),[],"[(' A woman', ' A woman')]",[],IsReading(a) and HasGroceryTote(a),IsReading(a),(IsReading(a) and HasGroceryTote(a)) -> (IsReading(a)),(exists a (IsReading(a) and HasGroceryTote(a))) -> (exists a (IsReading(a))),Valid
119,,1,"A man wearing a brown hoodie is shopping for snacks. As a consequence, the man is wearing brown."," ""A man is wearing a brown hoodie.""  "," ""The man is wearing brown.""","IsWearing(a, b),  IsInBrownHoodie(a)","IsWearing(c, d),  IsBrown(d)",[],[],"[(' The man', ' A man')]","IsWearing(a, b) and IsInBrownHoodie(a)","IsWearing(c, d) and IsBrown(d)","(forall a (IsWearing(a, b) and IsInBrownHoodie(a))) -> (exists c (IsWearing(c, d) and IsBrown(d)))","(exists a (exists b (IsWearing(a, b) and IsInBrownHoodie(a)))) -> (exists c (exists d (IsWearing(c, d) and IsBrown(d))))",LF
