,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
144,,1,"two girls looking out the window at ""Hair at Hart."" Hence, two people look out a window."," Two girls are looking out the window at ""Hair at Hart.""  ", Two people look out a window.,"LookingOutTheWindow(b, a),  LookingAt(b, c)","LookOutWindow(d, a)","[('LookingOutTheWindow(b, a)', 'LookOutWindow(d, a)')]","[(' the window', ' window')]","[(' Two girls', ' Two people')]","LookingOutTheWindow(b, a) and LookingAt(b, c)","LookOutWindow(d, a)","(exists b (LookingOutTheWindow(b, a) and LookingAt(b, c)) & (forall a (forall d (forall b (LookingOutTheWindow(b, a) -> LookOutWindow(d, a)))))) -> (forall d (LookOutWindow(d, a)))","(exists a (exists c (exists b (LookingOutTheWindow(b, a) and LookingAt(b, c)))) & (forall h (forall f (forall g (LookingOutTheWindow(f,g) -> LookOutWindow(h,g)))))) -> (exists a (exists d (LookOutWindow(d, a))))",Valid
145,,1,"A man visiting a friend in the hospital. Therefore, a man in a hospital receives a visiting friend.", A man is visiting a friend in the hospital.  , A man in a hospital receives a visiting friend.,"IsVisiting(a, b),  IsIn(c)","IsIn(a, d),  Receives(a, e)",[],"[(' A man', ' A man')]","[(' a friend', ' a visiting friend')]","IsVisiting(a, b) and IsIn(c)","IsIn(a, d) and Receives(a, e)","(exists b (IsVisiting(a, b) and IsIn(c))) -> (forall e (IsIn(a, d) and Receives(a, e)))","(exists a (exists c (exists b (IsVisiting(a, b) and IsIn(c))))) -> (exists e (exists a (exists d (IsIn(a, d) and Receives(a, e)))))",
146,,1,"A schoolgirl is jumping over a low hurdle. Consequently, a girl is jumping over a hurdle.", A schoolgirl is jumping over a low hurdle.  , A girl is jumping over a hurdle.,"IsJumpingOver(a, b),  IsLowHurdle(b)","IsJumpingOver(c, d)",[],[],"[(' Schoolgirl', ' A girl'), (' low hurdle', ' a hurdle')]","IsJumpingOver(a, b) and IsLowHurdle(b)","IsJumpingOver(c, d)","(exists b (exists a (IsJumpingOver(a, b) and IsLowHurdle(b)))) -> (forall d (forall c (IsJumpingOver(c, d))))","(exists a (exists b (IsJumpingOver(a, b) and IsLowHurdle(b)))) -> (exists c (exists d (IsJumpingOver(c, d))))",Valid
147,,1,"Young Asian girl is sitting on the ground in rubble. Hence, the young Asian girl is outside in the rubble."," ""A young Asian girl is sitting on the ground in rubble.""  "," ""The young Asian girl is outside in the rubble.""","IsYoung(a),  IsAsian(a),  IsSittingOnGround(a),  IsInRubble(a)","IsYoung(a),  IsAsian(a),  IsOutside(a),  IsInRubble(a)","[('IsYoung(a)', '  IsAsian(a)'), ('  IsAsian(a)', 'IsYoung(a)'), ('IsYoung(a)', '  IsOutside(a)'), ('  IsOutside(a)', 'IsYoung(a)'), ('  IsInRubble(a)', 'IsYoung(a)'), ('  IsAsian(a)', 'IsYoung(a)'), ('IsYoung(a)', '  IsAsian(a)'), ('  IsSittingOnGround(a)', 'IsYoung(a)'), ('  IsInRubble(a)', 'IsYoung(a)')]","[(' Young Asian girl', ' The young Asian girl'), (' rubble', ' the rubble')]",[],IsYoung(a) and IsAsian(a) and IsSittingOnGround(a) and IsInRubble(a),IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a),(IsYoung(a) and IsAsian(a) and IsSittingOnGround(a) and IsInRubble(a) & (forall a (IsYoung(a) ->   IsAsian(a))) & (forall a (  IsAsian(a) -> IsYoung(a))) & (forall a (IsYoung(a) ->   IsOutside(a))) & (forall a (  IsOutside(a) -> IsYoung(a))) & (forall a (  IsInRubble(a) -> IsYoung(a))) & (forall a (  IsAsian(a) -> IsYoung(a))) & (forall a (IsYoung(a) ->   IsAsian(a))) & (forall a (  IsSittingOnGround(a) -> IsYoung(a))) & (forall a (  IsInRubble(a) -> IsYoung(a)))) -> (IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a)),(exists a (IsYoung(a) and IsAsian(a) and IsSittingOnGround(a) and IsInRubble(a)) & (forall f (IsYoung(f) ->   IsAsian(f))) & (forall g (  IsAsian(g) -> IsYoung(g))) & (forall h (IsYoung(h) ->   IsOutside(h))) & (forall i (  IsOutside(i) -> IsYoung(i))) & (forall j (  IsInRubble(j) -> IsYoung(j))) & (forall k (  IsAsian(k) -> IsYoung(k))) & (forall l (IsYoung(l) ->   IsAsian(l))) & (forall m (  IsSittingOnGround(m) -> IsYoung(m))) & (forall n (  IsInRubble(n) -> IsYoung(n)))) -> (exists a (IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a))),Valid
148,,1,"A group of women sing together while wearing matching black dresses. Thus, there are women singing.", Women are wearing matching black dresses and singing together.  , There are women singing.,"IsWearing(a, b),  IsMatching(b),  IsSingingTogether(a)",IsSinging(a),"[('  IsSingingTogether(a)', 'IsSinging(a)'), ('IsSinging(a)', '  IsSingingTogether(a)')]","[(' Women', ' Women')]",[],"IsWearing(a, b) and IsMatching(b) and IsSingingTogether(a)",IsSinging(a),"(IsWearing(a, b) and IsMatching(b) and IsSingingTogether(a) & (forall a (  IsSingingTogether(a) -> IsSinging(a))) & (forall a (IsSinging(a) ->   IsSingingTogether(a)))) -> (IsSinging(a))","(exists a (exists b (IsWearing(a, b) and IsMatching(b) and IsSingingTogether(a))) & (forall c (  IsSingingTogether(c) -> IsSinging(c))) & (forall d (IsSinging(d) ->   IsSingingTogether(d)))) -> (exists a (IsSinging(a)))",Valid
149,,1,Two boys in running clothes stretching. This implies that the boys are stretching., The boys are wearing running clothes.  , The boys are stretching.,"IsWearing(a, b)",IsStretching(a),[],"[(' The boys', ' The boys')]",[],"IsWearing(a, b)",IsStretching(a),"(IsWearing(a, b)) -> (IsStretching(a))","(exists a (exists b (IsWearing(a, b)))) -> (exists a (IsStretching(a)))",LF
150,,1,A group of young men in a gym take turns scoring in basketball. This implies that guys are indoors.," ""A group of young men are in a gym scoring in basketball."""," ""Guys are indoors.""","IsYoungMen(a),  IsInGym(a),  IsScoringInBasketball(a)",IsIndoors(d),"[('IsIndoors(d)', 'IsYoungMen(a)')]",[],"[(' A group of young men', ' Guys')]",IsYoungMen(a) and IsInGym(a) and IsScoringInBasketball(a),IsIndoors(d),(exists a (IsYoungMen(a) and IsInGym(a) and IsScoringInBasketball(a)) & (forall a (forall d (IsIndoors(d) -> IsYoungMen(a))))) -> (forall d (IsIndoors(d))),(exists a (IsYoungMen(a) and IsInGym(a) and IsScoringInBasketball(a)) & (forall f (forall g (IsIndoors(f) -> IsYoungMen(g))))) -> (exists d (IsIndoors(d))),LF
151,,1,"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor."," ""An Eastern vendor sits by his stall with a rooster nearby.""  "," ""There is a rooster near a vendor.""","IsEasternVendor(a),  SitsByHisStall(a,b),  HasRoosterNearby(c)","IsRoosterNearVendor(d, e)","[('IsRoosterNearVendor(d, e)', '  SitsByHisStall(a,b)'), ('IsRoosterNearVendor(d, e)', '  HasRoosterNearby(c)')]",[],"[(' An Eastern vendor', ' vendor'), (' a rooster', ' Rooster')]","IsEasternVendor(a) and SitsByHisStall(a,b) and HasRoosterNearby(c)","IsRoosterNearVendor(d, e)","(exists c (exists a (IsEasternVendor(a) and SitsByHisStall(a,b) and HasRoosterNearby(c))) & (forall e (forall b (forall d (forall a (IsRoosterNearVendor(d, e) ->   SitsByHisStall(a,b)))))) & (forall e (forall c (forall d (IsRoosterNearVendor(d, e) ->   HasRoosterNearby(c)))))) -> (forall d (forall e (IsRoosterNearVendor(d, e))))","(exists a (exists c (exists b (IsEasternVendor(a) and SitsByHisStall(a,b) and HasRoosterNearby(c)))) & (forall i (forall h (forall f (forall g (IsRoosterNearVendor(f,g) ->   SitsByHisStall(h,i)))))) & (forall j (forall l (forall k (IsRoosterNearVendor(j,k) ->   HasRoosterNearby(l)))))) -> (exists e (exists d (IsRoosterNearVendor(d, e))))",LF
152,,1,"A bird is perched on a tree branch. Thus, a bird is perching in a tree."," ""A bird is perched on a tree branch.""  "," ""A bird is perching in a tree.""","IsPerchedOn(a, b)","IsPerchingIn(a, c)",[],"[(' A bird', ' A bird')]","[(' tree branch', ' a tree')]","IsPerchedOn(a, b)","IsPerchingIn(a, c)","(exists b (IsPerchedOn(a, b))) -> (forall c (IsPerchingIn(a, c)))","(exists a (exists b (IsPerchedOn(a, b)))) -> (exists a (exists c (IsPerchingIn(a, c))))",LF
153,,1,"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station.", A man in an overcoat is putting on his gloves at a subway station.  , A person is in the subway station.,"IsInOvercoat(b),  IsPuttingOnGloves(b),  IsAtSubwayStation(b)",IsInSubwayStation(d),"[('  IsAtSubwayStation(b)', 'IsInSubwayStation(d)')]","[(' subway station', ' subway station')]","[(' A man in an overcoat', ' A person')]",IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b),IsInSubwayStation(d),(exists b (IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b)) & (forall d (forall b (  IsAtSubwayStation(b) -> IsInSubwayStation(d))))) -> (forall d (IsInSubwayStation(d))),(exists b (IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b)) & (forall e (forall f (  IsAtSubwayStation(e) -> IsInSubwayStation(f))))) -> (exists d (IsInSubwayStation(d))),Valid
154,,1,"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside."," ""The streets are flooded with cars in the water.""  "," ""A person is outside because the streets are flooded.""","AreFloodedWithCars(a),  AreInTheWater(b)","IsOutside(d),  AreFlooded(a)","[('AreFloodedWithCars(a)', '  AreFlooded(a)'), ('  AreInTheWater(b)', '  AreFlooded(a)')]","[(' The streets', ' the streets')]",[],AreFloodedWithCars(a) and AreInTheWater(b),AreFlooded(a) and IsOutside(d),(AreFloodedWithCars(a) and AreInTheWater(b) & (forall a (AreFloodedWithCars(a) ->   AreFlooded(a))) & (forall a (forall b (  AreInTheWater(b) ->   AreFlooded(a))))) -> (AreFlooded(a) and IsOutside(d)),(exists a (exists b (AreFloodedWithCars(a) and AreInTheWater(b))) & (forall f (AreFloodedWithCars(f) ->   AreFlooded(f))) & (forall h (forall g (  AreInTheWater(g) ->   AreFlooded(h))))) -> (exists a (exists d (AreFlooded(a) and IsOutside(d)))),LF
155,,1,A group of people are camping out on some rocks. This implies that people are outdoors., A group of people are camping out on some rocks.  , People are outdoors.,"IsCampingOutOn(a, b)",IsOutdoors(c),"[('IsCampingOutOn(a, b)', 'IsOutdoors(c)')]",[],"[(' A group of people', ' People')]","IsCampingOutOn(a, b)",IsOutdoors(c),"(exists a (IsCampingOutOn(a, b)) & (forall a (forall c (forall b (IsCampingOutOn(a, b) -> IsOutdoors(c)))))) -> (forall c (IsOutdoors(c)))","(exists a (exists b (IsCampingOutOn(a, b))) & (forall e (forall f (forall d (IsCampingOutOn(d,e) -> IsOutdoors(f)))))) -> (exists c (IsOutdoors(c)))",Valid
156,,1,A choir made up of varying ages of people are performing. This implies that the choir is singing.," ""A choir made up of varying ages of people are performing.""  "," ""The choir is singing.""","IsMadeUpOf(a, b),  IsPerforming(a)",IsSinging(c),"[('IsSinging(c)', 'IsMadeUpOf(a, b)'), ('  IsPerforming(a)', 'IsSinging(c)'), ('IsSinging(c)', '  IsPerforming(a)')]",[],[],"IsMadeUpOf(a, b) and IsPerforming(a)",IsSinging(c),"(IsMadeUpOf(a, b) and IsPerforming(a) & (forall a (forall c (forall b (IsSinging(c) -> IsMadeUpOf(a, b))))) & (forall a (forall c (  IsPerforming(a) -> IsSinging(c)))) & (forall a (forall c (IsSinging(c) ->   IsPerforming(a))))) -> (IsSinging(c))","(exists a (exists b (IsMadeUpOf(a, b) and IsPerforming(a))) & (forall e (forall f (forall d (IsSinging(d) -> IsMadeUpOf(e,f))))) & (forall h (forall g (  IsPerforming(g) -> IsSinging(h)))) & (forall i (forall j (IsSinging(i) ->   IsPerforming(j))))) -> (exists c (IsSinging(c)))",Valid
157,,1,A man scales a rock climbing wall. It follows that a man rock climbing.," ""A man scales a rock climbing wall.""  "," ""A man is rock climbing.""","Scales(a, b)",IsRockClimbing(a),[],"[(' A man', ' A man')]",[],"Scales(a, b)",IsRockClimbing(a),"(Scales(a, b)) -> (IsRockClimbing(a))","(exists a (exists b (Scales(a, b)))) -> (exists a (IsRockClimbing(a)))",LF
158,,1,"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside."," ""A little white dog runs outside with ears blown back in the wind.""  "," ""There is an animal outside.""","IsLittle(a),  IsWhite(a),  RunsOutside(a),  HasEarsBlownBackInTheWind(a)",IsOutside(d),"[('IsLittle(a)', 'IsOutside(d)'), ('  IsWhite(a)', 'IsOutside(d)'), ('  RunsOutside(a)', 'IsOutside(d)'), ('  HasEarsBlownBackInTheWind(a)', 'IsOutside(d)')]",[],"[(' A little white dog', ' An animal')]",IsLittle(a) and IsWhite(a) and RunsOutside(a) and HasEarsBlownBackInTheWind(a),IsOutside(d),(exists a (IsLittle(a) and IsWhite(a) and RunsOutside(a) and HasEarsBlownBackInTheWind(a)) & (forall a (forall d (IsLittle(a) -> IsOutside(d)))) & (forall a (forall d (  IsWhite(a) -> IsOutside(d)))) & (forall a (forall d (  RunsOutside(a) -> IsOutside(d)))) & (forall a (forall d (  HasEarsBlownBackInTheWind(a) -> IsOutside(d))))) -> (forall d (IsOutside(d))),(exists a (IsLittle(a) and IsWhite(a) and RunsOutside(a) and HasEarsBlownBackInTheWind(a)) & (forall e (forall f (IsLittle(e) -> IsOutside(f)))) & (forall h (forall g (  IsWhite(g) -> IsOutside(h)))) & (forall i (forall j (  RunsOutside(i) -> IsOutside(j)))) & (forall l (forall k (  HasEarsBlownBackInTheWind(k) -> IsOutside(l))))) -> (exists d (IsOutside(d))),Valid
159,,1,"A bearded man sits near a white van. As a consequence, a man sitting outside near a van."," ""A bearded man sits near a white van.""  "," ""A man sits outside near a van.""","IsBearded(a),  SitsNearVan(a)","SitsOutside(c),  SitsNearVan(c)","[('IsBearded(a)', 'SitsOutside(c)'), ('SitsOutside(c)', 'IsBearded(a)'), ('IsBearded(a)', '  SitsNearVan(c)'), ('  SitsNearVan(c)', 'IsBearded(a)')]",[],"[(' A bearded man', ' A man'), (' a white van', ' a van')]",IsBearded(a) and SitsNearVan(a),SitsOutside(c) and SitsNearVan(c),(exists a (IsBearded(a) and SitsNearVan(a)) & (forall a (forall c (IsBearded(a) -> SitsOutside(c)))) & (forall a (forall c (SitsOutside(c) -> IsBearded(a)))) & (forall a (forall c (IsBearded(a) ->   SitsNearVan(c)))) & (forall a (forall c (  SitsNearVan(c) -> IsBearded(a))))) -> (forall c (SitsOutside(c) and SitsNearVan(c))),(exists a (IsBearded(a) and SitsNearVan(a)) & (forall e (forall f (IsBearded(e) -> SitsOutside(f)))) & (forall h (forall g (SitsOutside(g) -> IsBearded(h)))) & (forall i (forall j (IsBearded(i) ->   SitsNearVan(j)))) & (forall l (forall k (  SitsNearVan(k) -> IsBearded(l))))) -> (exists c (SitsOutside(c) and SitsNearVan(c))),Valid
160,,1,"Two children wearing hooded tops laughing with each other. Thus, children laugh."," ""Two children wearing hooded tops are laughing with each other.""  "," ""Children laugh.""","WearsHoodedTops(a),  AreLaughing(a)",AreLaughing(c),[],[],"[(' Two children', ' Children')]",WearsHoodedTops(a) and AreLaughing(a),AreLaughing(c),(exists a (WearsHoodedTops(a) and AreLaughing(a))) -> (forall c (AreLaughing(c))),(exists a (WearsHoodedTops(a) and AreLaughing(a))) -> (exists c (AreLaughing(c))),Valid
161,,1,"A man in glasses in a basement. Thus, the basement has a man in it.", A man is in the basement wearing glasses.  , The basement has a man in it.,"IsInBasement(a),  IsWearingGlasses(a)",IsInMan(b),"[('IsInBasement(a)', 'IsInMan(b)'), ('IsInMan(b)', 'IsInBasement(a)')]","[(' A man', ' a man'), (' the basement', ' The basement')]",[],IsInBasement(a) and IsWearingGlasses(a),IsInMan(b),(IsInBasement(a) and IsWearingGlasses(a) & (forall a (forall b (IsInBasement(a) -> IsInMan(b)))) & (forall a (forall b (IsInMan(b) -> IsInBasement(a))))) -> (IsInMan(b)),(exists a (IsInBasement(a) and IsWearingGlasses(a)) & (forall f (forall g (IsInBasement(f) -> IsInMan(g)))) & (forall i (forall h (IsInMan(h) -> IsInBasement(i))))) -> (exists b (IsInMan(b))),Valid
162,,1,A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd., A man in a white shirt is speaking into a microphone at a public event.  , A man in a white shirt is making a speech in front of a crowd.,"IsInWhiteShirt(a),  IsSpeakingIntoMicrophone(a),  IsAtPublicEvent(a)","IsInWhiteShirt(a),  IsMakingSpeech(a),  IsInFrontOfCrowd(a)","[('  IsMakingSpeech(a)', 'IsInWhiteShirt(a)'), ('  IsInFrontOfCrowd(a)', 'IsInWhiteShirt(a)'), ('  IsSpeakingIntoMicrophone(a)', 'IsInWhiteShirt(a)'), ('  IsSpeakingIntoMicrophone(a)', '  IsMakingSpeech(a)'), ('  IsMakingSpeech(a)', '  IsSpeakingIntoMicrophone(a)'), ('  IsAtPublicEvent(a)', 'IsInWhiteShirt(a)'), ('  IsMakingSpeech(a)', '  IsAtPublicEvent(a)'), ('  IsAtPublicEvent(a)', '  IsInFrontOfCrowd(a)'), ('  IsInFrontOfCrowd(a)', '  IsAtPublicEvent(a)')]","[(' A man in a white shirt', ' A man in a white shirt')]","[(' A man in a white shirt', ' a crowd')]",IsInWhiteShirt(a) and IsSpeakingIntoMicrophone(a) and IsAtPublicEvent(a),IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a),(IsInWhiteShirt(a) and IsSpeakingIntoMicrophone(a) and IsAtPublicEvent(a) & (forall a (  IsMakingSpeech(a) -> IsInWhiteShirt(a))) & (forall a (  IsInFrontOfCrowd(a) -> IsInWhiteShirt(a))) & (forall a (  IsSpeakingIntoMicrophone(a) -> IsInWhiteShirt(a))) & (forall a (  IsSpeakingIntoMicrophone(a) ->   IsMakingSpeech(a))) & (forall a (  IsMakingSpeech(a) ->   IsSpeakingIntoMicrophone(a))) & (forall a (  IsAtPublicEvent(a) -> IsInWhiteShirt(a))) & (forall a (  IsMakingSpeech(a) ->   IsAtPublicEvent(a))) & (forall a (  IsAtPublicEvent(a) ->   IsInFrontOfCrowd(a))) & (forall a (  IsInFrontOfCrowd(a) ->   IsAtPublicEvent(a)))) -> (IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a)),(exists a (IsInWhiteShirt(a) and IsSpeakingIntoMicrophone(a) and IsAtPublicEvent(a)) & (forall f (  IsMakingSpeech(f) -> IsInWhiteShirt(f))) & (forall g (  IsInFrontOfCrowd(g) -> IsInWhiteShirt(g))) & (forall h (  IsSpeakingIntoMicrophone(h) -> IsInWhiteShirt(h))) & (forall i (  IsSpeakingIntoMicrophone(i) ->   IsMakingSpeech(i))) & (forall j (  IsMakingSpeech(j) ->   IsSpeakingIntoMicrophone(j))) & (forall k (  IsAtPublicEvent(k) -> IsInWhiteShirt(k))) & (forall l (  IsMakingSpeech(l) ->   IsAtPublicEvent(l))) & (forall m (  IsAtPublicEvent(m) ->   IsInFrontOfCrowd(m))) & (forall n (  IsInFrontOfCrowd(n) ->   IsAtPublicEvent(n)))) -> (exists a (IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a))),Valid
163,,1,A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.," ""A brown and white dog is chained up near a red chair."""," ""The dog is chained to a chair.""","IsBrownAndWhite(a),  IsChainedUp(a),  IsNearRedChair(a)","IsChainedTo(c, d)","[('IsChainedTo(c, d)', 'IsBrownAndWhite(a)'), ('  IsChainedUp(a)', 'IsChainedTo(c, d)'), ('IsChainedTo(c, d)', '  IsChainedUp(a)')]",[],"[(' A brown and white dog', ' The dog'), (' a red chair', ' a chair')]",IsBrownAndWhite(a) and IsChainedUp(a) and IsNearRedChair(a),"IsChainedTo(c, d)","(exists a (IsBrownAndWhite(a) and IsChainedUp(a) and IsNearRedChair(a)) & (forall a (forall c (forall d (IsChainedTo(c, d) -> IsBrownAndWhite(a))))) & (forall a (forall c (forall d (  IsChainedUp(a) -> IsChainedTo(c, d))))) & (forall a (forall c (forall d (IsChainedTo(c, d) ->   IsChainedUp(a)))))) -> (forall c (IsChainedTo(c, d)))","(exists a (IsBrownAndWhite(a) and IsChainedUp(a) and IsNearRedChair(a)) & (forall e (forall f (forall g (IsChainedTo(e,f) -> IsBrownAndWhite(g))))) & (forall i (forall h (forall j (  IsChainedUp(h) -> IsChainedTo(i,j))))) & (forall l (forall k (forall m (IsChainedTo(k,l) ->   IsChainedUp(m)))))) -> (exists c (exists d (IsChainedTo(c, d))))",Valid
164,,1,"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her.", Daddy taught her how to ride her scooter.  , Daddy taught her.,"Taught(a, b),  RidesScooter(b)","Taught(a, b)",[],"[(' Daddy', ' Daddy'), (' her', ' her')]",[],"Taught(a, b) and RidesScooter(b)","Taught(a, b)","(Taught(a, b) and RidesScooter(b)) -> (Taught(a, b))","(exists a (exists b (Taught(a, b) and RidesScooter(b)))) -> (exists a (exists b (Taught(a, b))))",Valid
165,,1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside."," ""A small girl is pushing a pink scooter over grass with brown leaves and trees in the background."""," ""The girl is outside.""","IsSmall(a),  IsPushing(a, b),  IsPink(b),  IsOverGrass(b, c),  HasBrownLeaves(c, d),  HasTreesInBackground(c, e)",IsOutside(f),"[('IsSmall(a)', 'IsOutside(f)'), ('IsOutside(f)', 'IsSmall(a)')]",[],"[(' A small girl', ' The girl')]","IsSmall(a) and IsPushing(a, b) and IsPink(b) and IsOverGrass(b, c) and HasBrownLeaves(c, d) and HasTreesInBackground(c, e)",IsOutside(f),"(exists a (IsSmall(a) and IsPushing(a, b) and IsPink(b) and IsOverGrass(b, c) and HasBrownLeaves(c, d) and HasTreesInBackground(c, e)) & (forall a (forall f (IsSmall(a) -> IsOutside(f)))) & (forall a (forall f (IsOutside(f) -> IsSmall(a))))) -> (forall f (IsOutside(f)))","(exists c (exists b (exists e (exists a (exists d (IsSmall(a) and IsPushing(a, b) and IsPink(b) and IsOverGrass(b, c) and HasBrownLeaves(c, d) and HasTreesInBackground(c, e)))))) & (forall h (forall g (IsSmall(g) -> IsOutside(h)))) & (forall i (forall j (IsOutside(i) -> IsSmall(j))))) -> (exists f (IsOutside(f)))",Valid
166,,1,"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children.", A man wearing a black cap is suspended in the air on a swing., A man in a black hat is swinging with some children.,"IsWearingBlackCap(a),  IsSuspendedInAir(a),  IsOnSwing(a)","IsInBlackHat(e),  IsSwingingWithChildren(e)","[('IsWearingBlackCap(a)', 'IsInBlackHat(e)'), ('IsInBlackHat(e)', 'IsWearingBlackCap(a)'), ('  IsSwingingWithChildren(e)', 'IsWearingBlackCap(a)')]",[],"[(' Man', ' A man in a black hat')]",IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a),IsInBlackHat(e) and IsSwingingWithChildren(e),(exists a (IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a)) & (forall a (forall e (IsWearingBlackCap(a) -> IsInBlackHat(e)))) & (forall e (forall a (IsInBlackHat(e) -> IsWearingBlackCap(a)))) & (forall e (forall a (  IsSwingingWithChildren(e) -> IsWearingBlackCap(a))))) -> (forall e (IsInBlackHat(e) and IsSwingingWithChildren(e))),(exists a (IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a)) & (forall h (forall g (IsWearingBlackCap(g) -> IsInBlackHat(h)))) & (forall i (forall j (IsInBlackHat(i) -> IsWearingBlackCap(j)))) & (forall l (forall k (  IsSwingingWithChildren(k) -> IsWearingBlackCap(l))))) -> (exists e (IsInBlackHat(e) and IsSwingingWithChildren(e))),LF
167,,1,"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man."," ""A man with a blue, collared shirt sits in front of another man."""," ""A man sits in front of another man.""","WearsCollaredShirt(a),  SitsInFrontOf(a, b)","SitsInFrontOf(a, b)",[],"[(' A man', ' A man with a blue'), (' another man', ' another man')]",[],"WearsCollaredShirt(a) and SitsInFrontOf(a, b)","SitsInFrontOf(a, b)","(WearsCollaredShirt(a) and SitsInFrontOf(a, b)) -> (SitsInFrontOf(a, b))","(exists a (exists b (WearsCollaredShirt(a) and SitsInFrontOf(a, b)))) -> (exists a (exists b (SitsInFrontOf(a, b))))",Valid
168,,1,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard."," ""A young man in an orange shirt maneuvers a skateboard at the top of a ramp.""  "," ""A person rides a skateboard.""","IsInOrangeShirt(b),  ManeuversSkateboard(b),  IsAtTopOfRamp(d)",RidesSkateboard(f),"[('  ManeuversSkateboard(b)', 'RidesSkateboard(f)'), ('RidesSkateboard(f)', '  ManeuversSkateboard(b)')]","[(' a skateboard', ' skateboard')]","[(' A young man', ' A person')]",IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(d),RidesSkateboard(f),(exists b (IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(d)) & (forall f (forall b (  ManeuversSkateboard(b) -> RidesSkateboard(f)))) & (forall f (forall b (RidesSkateboard(f) ->   ManeuversSkateboard(b))))) -> (forall f (RidesSkateboard(f))),(exists d (exists b (IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(d))) & (forall i (forall h (  ManeuversSkateboard(h) -> RidesSkateboard(i)))) & (forall j (forall k (RidesSkateboard(j) ->   ManeuversSkateboard(k))))) -> (exists f (RidesSkateboard(f))),Valid
169,,1,"A large group of people walking in a busy city at night. Consequently, people are walking a city.", A large group of people is walking in a busy city at night.  , People are walking in a city.,"IsLargeGroup(a),  IsBusyCity(b),  IsAtNight(a),  IsWalking(a)","IsWalking(d),  IsInCity(d)","[('  IsInCity(d)', 'IsLargeGroup(a)'), ('  IsBusyCity(b)', '  IsInCity(d)')]",[],"[(' A large group of people', ' People'), (' busy city', ' city')]",IsLargeGroup(a) and IsBusyCity(b) and IsAtNight(a) and IsWalking(a),IsWalking(d) and IsInCity(d),(exists a (IsLargeGroup(a) and IsBusyCity(b) and IsAtNight(a) and IsWalking(a)) & (forall a (forall d (  IsInCity(d) -> IsLargeGroup(a)))) & (forall d (forall b (  IsBusyCity(b) ->   IsInCity(d))))) -> (forall d (IsWalking(d) and IsInCity(d))),(exists a (exists b (IsLargeGroup(a) and IsBusyCity(b) and IsAtNight(a) and IsWalking(a))) & (forall f (forall g (  IsInCity(f) -> IsLargeGroup(g)))) & (forall i (forall h (  IsBusyCity(h) ->   IsInCity(i))))) -> (exists d (IsWalking(d) and IsInCity(d))),Valid
170,,1,"A group of people are walking by a van. Therefore, some people outdoors.", A group of people are walking by a van.  , Some people are outdoors.,"IsWalkingBy(a, b)",IsOutdoors(c),"[('IsWalkingBy(a, b)', 'IsOutdoors(c)')]",[],"[(' A group of people', ' Some people')]","IsWalkingBy(a, b)",IsOutdoors(c),"(exists a (IsWalkingBy(a, b)) & (forall a (forall c (forall b (IsWalkingBy(a, b) -> IsOutdoors(c)))))) -> (forall c (IsOutdoors(c)))","(exists a (exists b (IsWalkingBy(a, b))) & (forall e (forall f (forall d (IsWalkingBy(d,e) -> IsOutdoors(f)))))) -> (exists c (IsOutdoors(c)))",Valid
