,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
117,,1,Two people in coats kiss on the side of a road. This implies that people show their appreciation for another.," ""Two people in coats kissed on the side of a road."""," ""People show their appreciation for another."""," IsInCoats(a),  IsOnRoad(c)"," IsShowAppreciationFor(d,e)",[],[],"[(' Two people', ' another'), (' road', ' another')]",IsInCoats(a) and IsOnRoad(c),"IsShowAppreciationFor(d,e)","(exists c (exists a (IsInCoats(a) and IsOnRoad(c)))) -> (forall e (IsShowAppreciationFor(d,e)))","(exists c (exists a (IsInCoats(a) and IsOnRoad(c)))) -> (exists e (exists d (IsShowAppreciationFor(d,e))))",LF
118,,1,Woman reading a book with a grocery tote. It follows that a woman is reading.," ""A woman is reading a book."""," ""A woman always reads a book.""", IsReading(a), IsAlwaysReading(c),[],"[(' book', ' book')]","[(' Woman', ' A woman')]",IsReading(b),IsAlwaysReading(a),(IsReading(b)) -> (IsAlwaysReading(a)),(exists b (IsReading(b))) -> (exists a (IsAlwaysReading(a))),LF
119,,1,"A man wearing a brown hoodie is shopping for snacks. As a consequence, the man is wearing brown."," ""A man is shopping for snacks."""," ""The man is wearing brown.""", IsShoppingForSnacks(a), IsWearingBrown(c),[],[],"[(' Man', ' A man')]",IsShoppingForSnacks(a),IsWearingBrown(c),(forall a (IsShoppingForSnacks(a))) -> (exists c (IsWearingBrown(c))),(exists a (IsShoppingForSnacks(a))) -> (exists c (IsWearingBrown(c))),LF
120,,1,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him. As a consequence, a man is in front of a camera."," ""A young man stands in front of a camera."""," ""A man is in front of a camera."""," IsStanding(b),  IsInFrontOf(a)", IsInFrontOf(c),[],"[(' camera', ' camera')]",[],IsStanding(b) and IsInFrontOf(a),IsInFrontOf(a),(IsStanding(b) and IsInFrontOf(a)) -> (IsInFrontOf(a)),(exists a (exists b (IsStanding(b) and IsInFrontOf(a)))) -> (exists a (IsInFrontOf(a))),Valid
121,,1,"This church choir sings to the masses as they sing joyous songs from the book at a church. Therefore, the church is filled with song."," ""The church choir sings to the masses."""," ""The church is filled with song."""," IsSingsTo(a,b)"," IsFilledWith(c,d)",[],[],"[(' The church choir', ' Church'), (' song', ' The church choir'), (' masses', ' Church')]","IsSingsTo(a,b)","IsFilledWith(c,d)","(exists b (forall a (exists a (IsSingsTo(a,b))))) -> (exists d (forall c (IsFilledWith(c,d))))","(exists b (exists a (IsSingsTo(a,b)))) -> (exists d (exists c (IsFilledWith(c,d))))",LF
122,,1,"A man and a woman are standing at the side of an inflatable climbing structure. As a consequence, a man and a woman are standing."," ""A man and a woman are standing."""," ""A consequence occurred."""," IsStanding(a),  IsStanding(b)", IsOccurred(d),[],[],[],IsStanding(a) and IsStanding(b),IsOccurred(d),(IsStanding(a) and IsStanding(b)) -> (IsOccurred(d)),(exists b (exists a (IsStanding(a) and IsStanding(b)))) -> (exists d (IsOccurred(d))),LF
123,,1,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.," ""An asian teenager wearing a white shirt with black stripes is seated."""," ""The teenager is seated."""," IsAsian(a),  IsWearingWhiteShirt(b),  IsHavingBlackStripes(c),  IsSeated(d)", IsSeated(e),[],[],"[(' teenager', ' Asian teenager')]",IsAsian(a) and (IsWearingWhiteShirt(b) and IsHavingBlackStripes(c)) and IsSeated(d),IsSeated(e),(forall a (IsAsian(a) and (IsWearingWhiteShirt(b) and IsHavingBlackStripes(c)) and IsSeated(d))) -> (exists e (IsSeated(e))),(exists b (exists d (exists c (exists a (IsAsian(a) and (IsWearingWhiteShirt(b) and IsHavingBlackStripes(c)) and IsSeated(d)))))) -> (exists e (IsSeated(e))),Valid
124,,1,"Boy in red and black shirt walks through grass. Therefore, the boy is walking."," ""The boy is walking."""," ""The boy walks through the grass.""", IsWalking(a)," IsWalking(a),  IsInGrass(b)",[],"[(' The boy', ' The boy')]",[],IsWalking(a),IsWalking(a) and IsInGrass(b),(IsWalking(a)) -> (IsWalking(a) and IsInGrass(b)),(exists a (IsWalking(a))) -> (exists b (exists a (IsWalking(a) and IsInGrass(b)))),LF
125,,1,"These girls are having a great time looking for seashells. As a consequence, the girls are happy."," ""The girls are having a great time looking for seashells."""," ""The girls are happy."""," IsHavingGreatTime(a),  IsLookingForSeashells(b)", IsHappy(a),[],"[(' The girls', ' The girls')]",[],IsHavingGreatTime(a) and IsLookingForSeashells(b),IsHappy(a),(IsHavingGreatTime(a) and IsLookingForSeashells(b)) -> (IsHappy(a)),(exists b (exists a (IsHavingGreatTime(a) and IsLookingForSeashells(b)))) -> (exists a (IsHappy(a))),LF
126,,1,"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums."," ""A small girl is playing electronic drum pads with sticks."""," ""A girl is playing electronic drums."""," IsSmall(a),  IsPlaying(a),  IsUsingSticks(a)"," IsPlaying(d),  IsUsingElectronicDrums(e)",[],[],"[(' Small girl', ' Girl')]",IsSmall(a) and IsPlaying(a) and IsUsingSticks(a),IsPlaying(d) and IsUsingElectronicDrums(e),(exists a (IsSmall(a) and IsPlaying(a) and IsUsingSticks(a))) -> (forall d (IsPlaying(d) and IsUsingElectronicDrums(e))),(exists a (IsSmall(a) and IsPlaying(a) and IsUsingSticks(a))) -> (exists e (exists d (IsPlaying(d) and IsUsingElectronicDrums(e)))),LF
127,,1,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo."," ""A blond woman has a tattoo of an angel on her arm."""," ""A person with a tattoo walks down the street."""," IsBlond(a),  HasTattooOfAnAngel(b)"," IsTattooed(e),  WalksDownTheStreet(d,f)",[],[],"[(' Blond woman', ' A person'), (' tattoo of an angel', ' tattoo'), (' her arm.', ' A person'), (' her arm.', ' tattoo')]",IsBlond(a) and HasTattooOfAnAngel(b) On her arm(c),"IsTattooed(e) and WalksDownTheStreet(d,f)","(exists c (exists b (exists a (IsBlond(a) and HasTattooOfAnAngel(b) On her arm(c))))) -> (forall e (forall d (IsTattooed(e) and WalksDownTheStreet(d,f))))","(exists b (exists c (exists a (IsBlond(a) and HasTattooOfAnAngel(b) On her arm(c))))) -> (exists e (exists d (exists f (IsTattooed(e) and WalksDownTheStreet(d,f)))))",LF
128,,1,"A tan dog chases a black and white soccer ball. Therefore, a dog is chasing a ball."," ""A dog chases a ball."""," ""A tan dog chases a black and white soccer ball."""," IsChased(a,b)"," IsTan(c),  IsChased(c,d)",[],[],"[(' A tan dog', ' A dog'), (' ball', ' black and white soccer ball')]","IsChased(a,b)","IsTan(c) and IsChased(c,d)","(exists b (forall a (IsChased(a,b)))) -> (forall d (exists c (IsTan(c) and IsChased(c,d))))","(exists b (exists a (IsChased(a,b)))) -> (exists d (exists c (IsTan(c) and IsChased(c,d))))",LF
129,,1,"A dusty boy runs along a dirt path through the grass. As a consequence, a boy is outside running."," ""A boy runs through the grass."""," ""A boy is outside.""", IsRunsThrough(b), IsOutside(c),[],"[(' A boy', ' A boy')]","[(' grass', ' outside')]",IsRunsThrough(b),IsOutside(a),(IsRunsThrough(b)) -> (IsOutside(a)),(exists b (IsRunsThrough(b))) -> (exists a (IsOutside(a))),LF
130,,1,"A guy with a football, a crowd watching him. Consequently, there is a guy holding a football."," ""There is a guy holding a football."""," ""A guy with a football is watching him.""", IsHolding(b), IsWatching(d),[],"[(' football', ' football')]","[(' guy', ' A guy'), (' him', ' guy')]",IsHolding(b),"IsWatching(d) and IsWith(a,c)","(forall b (exists b (IsHolding(b)))) -> (exists d (forall c (IsWatching(d) and IsWith(a,c))))","(exists b (IsHolding(b))) -> (exists d (exists c (exists a (IsWatching(d) and IsWith(a,c)))))",LF
131,,1,Two women are tending to their herd of animals including cows and goats near a building made primarily of stone. It follows that the two women are taking care of a herd of animals.," ""Two women are tending to their herd of animals."""," ""The two women are taking care of a herd of animals.""", IsTendingTo(a), IsTakingCareOf(a),[],"[('', '')]",[],IsTendingTo(a) and IsHerder(a),IsTakingCareOf(a) and (IsWoman(a) and IsHerdOfAnimals(a)),(IsTendingTo(a) and IsHerder(a)) -> (IsTakingCareOf(a) and (IsWoman(a) and IsHerdOfAnimals(a))),(exists a (IsTendingTo(a) and IsHerder(a))) -> (exists a (IsTakingCareOf(a) and (IsWoman(a) and IsHerdOfAnimals(a)))),LF
132,,1,"A boy and girl play together on a pile or rocks in a residential area. Thus, the boy and girl are outside."," ""A boy and girl play together on a pile of rocks."""," ""The boy and girl are outside."""," IsPlayingTogether(b,a),  IsOnPileOfRocks(c)"," IsOutside(a),  IsBoy(d)",[],"[(' girl', ' girl')]","[(' Boy', ' A boy'), (' girl', ' outside'), (' pile of rocks', ' outside')]","IsPlayingTogether(b,a) and IsOnPileOfRocks(c)",IsOutside(a) and IsBoy(d),"(forall b (IsPlayingTogether(b,a) and IsOnPileOfRocks(c))) -> (exists d (IsOutside(a) and IsBoy(d)))","(exists a (exists c (exists b (IsPlayingTogether(b,a) and IsOnPileOfRocks(c))))) -> (exists d (exists a (IsOutside(a) and IsBoy(d))))",LF
133,,1,"A boy stands in the middle of a crowd of teenagers. Thus, a person stands in the middle of a crowd of teenagers."," ""A boy stands in the middle of a crowd of teenagers."""," ""A person stands in the middle of a crowd of teenagers.""", IsInCrowd(a), IsInCrowd(a),[],"[(' crowd of teenagers', ' crowd of teenagers')]",[],IsInCrowd(b),IsInCrowd(c),(IsInCrowd(b)) -> (IsInCrowd(c)),(exists b (IsInCrowd(b))) -> (exists c (IsInCrowd(c))),Valid
134,,1,"Two men are standing in a boat. Thus, some people are in a boat."," ""Two men are in a boat."""," ""Some people are in a boat.""", IsInBoat(a), IsInBoat(b),[],[],"[(' Some people', '')]",IsInBoat(a) and IsAnotherMan(a),IsInBoat(b),(forall a (IsInBoat(a) and IsAnotherMan(a))) -> (exists b (IsInBoat(b))),(exists a (IsInBoat(a) and IsAnotherMan(a))) -> (exists b (IsInBoat(b))),Valid
135,,1,An Asian woman dressed in a colorful outfit laughing. It follows that a woman is wearing colorful clothing.," ""An Asian woman is wearing colorful clothing."""," ""A woman is wearing colorful clothing."""," IsAsian(b),  IsWearingColorfulClothing(a)", IsWearingColorfulClothing(a),[],"[(' colorful clothing', ' colorful clothing')]","[(' Woman', ' Asian woman'), (' colorful clothing', ' Asian woman'), (' colorful clothing', ' Woman')]",IsAsian(b) and IsWearingColorfulClothing(a),IsWearingColorfulClothing(c),(exists a (forall b (IsAsian(b) and IsWearingColorfulClothing(a)))) -> (forall c (exists c (IsWearingColorfulClothing(c)))),(exists a (exists b (IsAsian(b) and IsWearingColorfulClothing(a)))) -> (exists c (IsWearingColorfulClothing(c))),Valid
136,,1,"A woman in black reviews a message as she walks to work. Hence, the woman in black has a job."," ""A woman in black has a job."""," ""The woman in black reviews messages as she walks to work."""," IsInBlack(a),  HasJob(a)"," IsReviewsMessages(a),  IsWalksToWork(d)",[],"[(' Woman in black', ' Woman in black')]","[(' job', ' work')]",IsInBlack(a) and HasJob(a),IsReviewsMessages(a) and IsWalksToWork(d),(IsInBlack(a) and HasJob(a)) -> (IsReviewsMessages(a) and IsWalksToWork(d)),(exists a (IsInBlack(a) and HasJob(a))) -> (exists d (exists a (IsReviewsMessages(a) and IsWalksToWork(d)))),LF
137,,1,"A shirtless man rock climbs. As a consequence, a man is outside."," ""A shirtless man rock climbs."""," ""A man is outside."""," IsShirtless(a),  IsRockClimbing(b)", IsOutside(d),[],[],"[(' rock climbs', ' outside')]",IsShirtless(a) and IsRockClimbing(b),IsOutside(c),(IsShirtless(a) and IsRockClimbing(b)) -> (IsOutside(c)),(exists b (exists a (IsShirtless(a) and IsRockClimbing(b)))) -> (exists c (IsOutside(c))),LF
138,,1,"A man wearing a kilt has thrown a large pole. Therefore, a man is wearing a skirt."," ""A man wearing a kilt threw a large pole."""," ""A man is wearing a skirt."""," IsWearingKilt(a),  IsThrownLargePole(c)", IsWearingSkirt(a),[],"[(' A man', ' A man')]",[],IsWearingKilt(a) and IsThrownLargePole(c),IsWearingSkirt(a),(IsWearingKilt(a) and IsThrownLargePole(c)) -> (IsWearingSkirt(a)),(exists c (exists a (IsWearingKilt(a) and IsThrownLargePole(c)))) -> (exists a (IsWearingSkirt(a))),LF
139,,1,"A man in a blue t-shirt is taking a picture while a woman with an umbrella walks behind him. Consequently, a man is taking a picture outdoors while a woman walks behind him."," ""A man is taking a picture while a woman walks behind him."""," ""A man is taking a picture outdoors while a woman walks behind him."""," IsTakingAPicture(a),  IsBehind(b)"," IsTakingAPicture(a),  IsOutdoors(d),  IsBehind(b)",[],"[(' A man', ' A man'), (' woman', ' woman'), (' picture', ' picture')]","[(' picture', ' A man'), (' picture', ' woman'), (' picture', ' A man'), (' picture', ' woman'), (' picture', ' outdoors')]",IsTakingAPicture(a) and IsBehind(b),IsTakingAPicture(a) and IsBehind(b) and IsOutdoors(d),(IsTakingAPicture(a) and IsBehind(b)) -> (IsTakingAPicture(a) and IsBehind(b) and IsOutdoors(d)),(exists b (exists a (IsTakingAPicture(a) and IsBehind(b)))) -> (exists b (exists d (exists a (IsTakingAPicture(a) and IsBehind(b) and IsOutdoors(d))))),LF
140,,1,"A child and a parent or older sibling going for a hike. Consequently, two people are going for a hike."," ""A child and a parent or older sibling are going for a hike."""," ""Two people are going for a hike.""", IsGoingForHike(a), IsGoingForHike(e),[],[],"[('', ' parent'), ('', ' older sibling')]",(IsGoingForHike(a) and (IsParent(b) or IsOlderSibling(c))),IsGoingForHike(e),(forall c (forall b ((IsGoingForHike(a) and (IsParent(b) or IsOlderSibling(c)))))) -> (exists e (IsGoingForHike(e))),(exists b (exists c (exists a ((IsGoingForHike(a) and (IsParent(b) or IsOlderSibling(c))))))) -> (exists e (IsGoingForHike(e))),
141,,1,"Two kids in black trunks bouncing on a wet trampoline. Consequently, children play on trampolines outdoors."," ""Two kids in black trunks bounced on a wet trampoline."""," ""Children play on trampolines outdoors."""," IsInBlackTrunks(a),  IsOnWetTrampoline(a)"," IsPlayOn(d,e),  IsOutdoors(f)",[],[],"[(' Children', ' Two kids'), (' wet trampoline', ' trampolines')]",IsInBlackTrunks(a) and IsOnWetTrampoline(a),"IsPlayOn(d,e) and IsOutdoors(f)","(forall a (IsInBlackTrunks(a) and IsOnWetTrampoline(a))) -> (exists d (IsPlayOn(d,e) and IsOutdoors(f)))","(exists a (IsInBlackTrunks(a) and IsOnWetTrampoline(a))) -> (exists e (exists d (exists f (IsPlayOn(d,e) and IsOutdoors(f)))))",LF
142,,1,"2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. Thus, 2 people are at a table."," ""2 people are at a table."""," ""The woman with a beige blazer is sitting behind the table."""," IsAt(b,a)"," IsSittingBehind(c,a),   IsWearingBeigeBlazer(d)",[],"[(' table', ' table')]","[(' beige blazer', ' 2 people'), (' 2 people', ' table')]","IsAt(b,a)","IsSittingBehind(c,a) and IsWearingBeigeBlazer(d)","(forall b (IsAt(b,a))) -> (forall a (exists d (IsSittingBehind(c,a) and IsWearingBeigeBlazer(d))))","(exists a (exists b (IsAt(b,a)))) -> (exists d (exists a (exists c (IsSittingBehind(c,a) and IsWearingBeigeBlazer(d)))))",LF
143,,1,"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground. It follows that there are people wrestling."," ""There are people wrestling."""," ""A group stands and watches two men wrestling.""", IsWrestling(a)," IsInGroup(c),  IsWatching(d)",[],"[(' wrestling', ' wrestling')]","[(' People', ' A group')]",IsWrestling(b),IsInGroup(c) and IsWatching(d) and IsWrestling(a),(exists b (IsWrestling(b))) -> (forall c (IsInGroup(c) and IsWatching(d) and IsWrestling(a))),(exists b (IsWrestling(b))) -> (exists d (exists a (exists c (IsInGroup(c) and IsWatching(d) and IsWrestling(a))))),LF
144,,1,"two girls looking out the window at ""Hair at Hart."" Hence, two people look out a window."," ""Two people look out the window."""," ""Hair at Hart is a place where people look out the window.""", IsLookedOut(a)," IsAtHart(b),  IsLookedOut(c)",[],[],"[(' Hart', ''), (' people', ''), ('', ' window')]",IsLookedOut(a) and IsOutTheWindow(a),IsAtHart(b) and IsLookedOut(d),(forall a (IsLookedOut(a) and IsOutTheWindow(a))) -> (forall d (exists b (IsAtHart(b) and IsLookedOut(d)))),(exists a (IsLookedOut(a) and IsOutTheWindow(a))) -> (exists d (exists b (IsAtHart(b) and IsLookedOut(d)))),LF
145,,1,"A man visiting a friend in the hospital. Therefore, a man in a hospital receives a visiting friend."," ""A man visits a friend in the hospital."""," ""A man in a hospital receives a visiting friend."""," IsVisited(a,c)"," IsInHospital(a),  IsVisited(a,d)",[],"[(' A man', ' A man'), (' hospital', ' hospital')]","[(' friend', ' visiting friend')]","IsVisited(a,b)","IsInHospital(a) and IsVisited(a,d)","(IsVisited(a,b)) -> (IsInHospital(a) and IsVisited(a,d))","(exists b (exists a (IsVisited(a,b)))) -> (exists d (exists a (IsInHospital(a) and IsVisited(a,d))))",LF
146,,1,"A schoolgirl is jumping over a low hurdle. Consequently, a girl is jumping over a hurdle."," ""A schoolgirl is jumping over a low hurdle."""," ""A girl is jumping over a hurdle."""," IsJumping(a),  IsOver(b)"," IsJumping(c),  IsOver(d)",[],[],"[(' Schoolgirl', ' A girl'), (' low hurdle', ' hurdle')]",IsJumping(a) and IsOver(b),IsJumping(c) and IsOver(d),(exists b (exists a (IsJumping(a) and IsOver(b)))) -> (forall d (forall c (IsJumping(c) and IsOver(d)))),(exists b (exists a (IsJumping(a) and IsOver(b)))) -> (exists d (exists c (IsJumping(c) and IsOver(d)))),Valid
147,,1,"Young Asian girl is sitting on the ground in rubble. Hence, the young Asian girl is outside in the rubble."," ""The young Asian girl is outside in the rubble."""," ""The young Asian girl is sitting on the ground in rubble."""," IsOutside(a),  IsInRubble(b)"," IsSittingOnGround(a),  IsInRubble(b)",[],"[(' Young Asian girl', ' Young Asian girl'), (' rubble', ' rubble')]","[(' Young Asian girl', ' ground'), (' Young Asian girl', ' outside')]",IsOutside(a) and IsInRubble(b),IsSittingOnGround(a) and IsInRubble(b),(IsOutside(a) and IsInRubble(b)) -> (IsSittingOnGround(a) and IsInRubble(b)),(exists b (exists a (IsOutside(a) and IsInRubble(b)))) -> (exists b (exists a (IsSittingOnGround(a) and IsInRubble(b)))),LF
148,,1,"A group of women sing together while wearing matching black dresses. Thus, there are women singing."," ""There are women singing."""," ""All women sing together while wearing matching black dresses.""", IsSinging(b)," IsSingingTogether(c),  IsWearingMatchingBlackDresses(d)",[],[],"[(' black dresses', ' Women')]",IsSinging(a),IsSingingTogether(c) and IsWearingMatchingBlackDresses(d),(forall a (IsSinging(a))) -> (exists d (IsSingingTogether(c) and IsWearingMatchingBlackDresses(d))),(exists a (IsSinging(a))) -> (exists d (exists c (IsSingingTogether(c) and IsWearingMatchingBlackDresses(d)))),LF
149,,1,Two boys in running clothes stretching. This implies that the boys are stretching.," ""Two boys in running clothes stretching."""," ""The boys are stretching."""," IsInRunningClothes(a),  IsStretching(c)", IsStretching(d),[],[],"[(' Two boys', ' The boys'), (' stretching.', ' The boys')]",IsInRunningClothes(a) and IsStretching(c),IsStretching(d),(exists c (exists a (IsInRunningClothes(a) and IsStretching(c)))) -> (forall d (IsStretching(d))),(exists c (exists a (IsInRunningClothes(a) and IsStretching(c)))) -> (exists d (IsStretching(d))),Valid
150,,1,A group of young men in a gym take turns scoring in basketball. This implies that guys are indoors.," ""A group of young men in a gym take turns scoring in basketball."""," ""Guys are indoors."""," IsInGym(a),  TakesTurns(a)", IsIndoors(d),[],[],"[(' Guys', ' young men')]",IsInGym(a) and (TakesTurns(a) and IsScoringInBasketball(c)),IsIndoors(d),(forall a (IsInGym(a) and (TakesTurns(a) and IsScoringInBasketball(c)))) -> (exists d (IsIndoors(d))),(exists c (exists a (IsInGym(a) and (TakesTurns(a) and IsScoringInBasketball(c))))) -> (exists d (IsIndoors(d))),LF
151,,1,"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor."," ""An Eastern vendor sits by his stall with a rooster nearby."""," ""A rooster is near a vendor."""," IsSitsBy(a),  IsNearby(b)"," IsNear(c,d)",[],[],"[(' rooster', ' A rooster')]",IsSitsBy(a) and IsNearby(b),"IsNear(c,d)","(exists b (IsSitsBy(a) and IsNearby(b))) -> (forall c (IsNear(c,d)))","(exists b (exists a (IsSitsBy(a) and IsNearby(b)))) -> (exists d (exists c (IsNear(c,d))))",LF
152,,1,"A bird is perched on a tree branch. Thus, a bird is perching in a tree."," ""A bird is perched on a tree branch."""," ""A bird is perching in a tree."""," IsPerchedOn(a,b)"," IsPerchingIn(a,b)",[],"[(' Bird', ' Bird'), (' tree', ' tree')]","[(' branch', ' tree')]","IsPerchedOn(a,b)","IsPerchingIn(a,b)","(IsPerchedOn(a,b)) -> (IsPerchingIn(a,b))","(exists b (exists a (IsPerchedOn(a,b)))) -> (exists b (exists a (IsPerchingIn(a,b))))",LF
153,,1,"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station."," ""A man in an overcoat is at the subway station."""," ""A person is at the subway station.""", IsAt(a), IsAt(a),[],"[(' subway station', ' subway station')]",[],IsAt(b),IsAt(c),(IsAt(b)) -> (IsAt(c)),(exists b (IsAt(b))) -> (exists c (IsAt(c))),Valid
154,,1,"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside."," ""A person is outside."""," ""There is a flood with cars in the water.""", IsOutside(a), IsInWater(d),[],[],"[(' There is', ' A person'), (' There is', ' outside')]",IsOutside(b),IsInWater(d) and (IsInWater(e) and IsInWater(d)),(IsOutside(b)) -> (IsInWater(d) and (IsInWater(e) and IsInWater(d))),(exists b (IsOutside(b))) -> (exists e (exists d (IsInWater(d) and (IsInWater(e) and IsInWater(d))))),LF
155,,1,A group of people are camping out on some rocks. This implies that people are outdoors.," ""A group of people are camping out on some rocks."""," ""People are outdoors.""", IsCampingOut(b), IsOutdoors(c),[],[],"[(' Some rocks', ' outdoors'), (' People', ' group of people'), (' outdoors', ' group of people')]",IsCampingOut(a),IsOutdoors(c),(IsCampingOut(a)) -> (IsOutdoors(c)),(exists a (IsCampingOut(a))) -> (exists c (IsOutdoors(c))),LF
156,,1,A choir made up of varying ages of people are performing. This implies that the choir is singing.," ""A choir made up of varying ages of people are performing."""," ""The choir is singing.""", IsVaryingAge(b), IsSinging(f),[],[],"[(' choir', ' A choir'), (' singing', ' A choir'), (' varying ages of people', ' Choice'), (' choir', ' varying ages of people'), (' Choice', ' people')]",IsVaryingAge(b) and (IsAge(c) or IsAge(c)),IsSinging(f),(IsVaryingAge(b) and (IsAge(c) or IsAge(c))) -> (IsSinging(f)),(exists c (exists b (IsVaryingAge(b) and (IsAge(c) or IsAge(c))))) -> (exists f (IsSinging(f))),LF
157,,1,A man scales a rock climbing wall. It follows that a man rock climbing.," ""A man scales a rock climbing wall."""," ""A man rock climbing."""," IsScaling(a,b)"," IsRockClimbing(a,c)",[],"[(' A man', ' A man')]",[],"IsScaling(a,b)",IsRockClimbing(a),"(IsScaling(a,b)) -> (IsRockClimbing(a))","(exists b (exists a (IsScaling(a,b)))) -> (exists a (IsRockClimbing(a)))",LF
158,,1,"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside."," ""A little white dog runs outside."""," ""There is an animal outside."""," IsLittle(a),  IsWhite(a)", IsOutside(c),[],[],"[(' little white dog', ' animal'), (' little white dog', ' outside')]",IsLittle(a) and IsWhite(a),IsOutside(b),(exists a (IsLittle(a) and IsWhite(a))) -> (forall b (IsOutside(b))),(exists a (IsLittle(a) and IsWhite(a))) -> (exists b (IsOutside(b))),LF
159,,1,"A bearded man sits near a white van. As a consequence, a man sitting outside near a van."," ""A bearded man sits near a white van."""," ""A man sitting outside near a van."""," IsBearded(a),  IsNear(a,b)"," IsSitting(c),  IsNear(c,e)",[],[],"[(' white van', ' outside'), (' white van', ' van.')]","IsBearded(a) and IsNear(a,b)","IsSitting(c) and IsNear(c,e)","(IsBearded(a) and IsNear(a,b)) -> (IsSitting(c) and IsNear(c,e))","(exists b (exists a (IsBearded(a) and IsNear(a,b)))) -> (exists e (exists c (IsSitting(c) and IsNear(c,e))))",LF
160,,1,"Two children wearing hooded tops laughing with each other. Thus, children laugh."," ""Two children are laughing."""," ""Children laugh.""", IsLaughing(a), IsLaughing(b),[],[],"[('', ' Children')]",IsLaughing(a) and IsLaughing(b),IsLaughing(b),(exists a (IsLaughing(a) and IsLaughing(b))) -> (forall b (IsLaughing(b))),(exists b (exists a (IsLaughing(a) and IsLaughing(b)))) -> (exists b (IsLaughing(b))),Valid
161,,1,"A man in glasses in a basement. Thus, the basement has a man in it."," ""There is a man in the basement."""," ""The basement has a man.""", IsInBasement(a), IsInBasement(a),[],"[(' man', ' man')]",[],IsInBasement(b),IsInBasement(a),(IsInBasement(b)) -> (IsInBasement(a)),(exists b (IsInBasement(b))) -> (exists a (IsInBasement(a))),Valid
162,,1,A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd.," ""A man in a white shirt speaks into a microphone."""," ""A man in a white shirt is making a speech in front of a crowd."""," IsInWhiteShirt(a),  SpeaksIntoMicrophone(c)"," IsInWhiteShirt(a),  IsMakingSpeech(d)",[],[],"[(' White shirt', ''), (' microphone', ''), (' man', '')]",IsInWhiteShirt(a) and SpeaksIntoMicrophone(c),IsInWhiteShirt(a) and IsMakingSpeech(d),(exists c (exists a (IsInWhiteShirt(a) and SpeaksIntoMicrophone(c)))) -> (forall d (IsInWhiteShirt(a) and IsMakingSpeech(d))),(exists c (exists a (IsInWhiteShirt(a) and SpeaksIntoMicrophone(c)))) -> (exists d (exists a (IsInWhiteShirt(a) and IsMakingSpeech(d)))),LF
163,,1,A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.,,,,,[],[],[],,,() -> (),() -> (),
164,,1,"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her."," ""Daddy taught her how to ride her scooter."""," ""Daddy taught her."""," IsTaught(a,b)"," IsTaught(a,b)",[],"[(' Daddy', ' Daddy'), (' her', ' her')]",[],"IsTaught(a,b) and IsRiding(a,c)","IsTaught(a,b)","(IsTaught(a,b) and IsRiding(a,c)) -> (IsTaught(a,b))","(exists b (exists c (exists a (IsTaught(a,b) and IsRiding(a,c))))) -> (exists b (exists a (IsTaught(a,b))))",Valid
165,,1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside."," ""A small girl with short brown hair is pushing a pink scooter."""," ""The girl is outside."""," IsSmall(a),  HasShortBrownHair(b),  IsPushing(c)"," IsGirl(d),  IsOutside(e)",[],[],"[(' Small girl', ' Girl'), (' Small girl', ' outside'), (' short brown hair', ' Girl'), (' short brown hair', ' outside'), (' pink scooter', ' outside')]",IsSmall(a) and HasShortBrownHair(b) and IsPushing(c),IsGirl(d) and IsOutside(e),(exists c (exists b (exists a (IsSmall(a) and HasShortBrownHair(b) and IsPushing(c))))) -> (forall e (forall d (IsGirl(d) and IsOutside(e)))),(exists b (exists c (exists a (IsSmall(a) and HasShortBrownHair(b) and IsPushing(c))))) -> (exists e (exists d (IsGirl(d) and IsOutside(e)))),LF
