,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
140,,1,"A child and a parent or older sibling going for a hike. Consequently, two people are going for a hike."," ""A child and a parent or older sibling are going for a hike.""  "," ""Two people are going for a hike.""","IsGoingForHike(a),  IsGoingForHike(b),  IsGoingForHike(c)",IsGoingForHike(d),[],[],[],IsGoingForHike(a) and (IsGoingForHike(b) or IsGoingForHike(c)),IsGoingForHike(d),(IsGoingForHike(a) and (IsGoingForHike(b) or IsGoingForHike(c))) -> (IsGoingForHike(d)),(exists a (exists b (exists c (IsGoingForHike(a) and (IsGoingForHike(b) or IsGoingForHike(c)))))) -> (exists d (IsGoingForHike(d))),1
141,,1,"Two kids in black trunks bouncing on a wet trampoline. Consequently, children play on trampolines outdoors."," ""Two kids in black trunks are bouncing on a wet trampoline.""  "," ""Children play on trampolines outdoors.""","IsInBlackTrunks(a),  IsBouncingOn(a, c),  IsWet(c)","PlaysOn(d, e),  IsOutdoors(d)","[('  IsBouncingOn(a, c)', 'PlaysOn(d, e)'), ('  IsBouncingOn(a, c)', '  IsOutdoors(d)')]",[],"[(' Two kids', ' Children'), (' wet trampoline', ' trampolines')]","IsInBlackTrunks(a) and IsBouncingOn(a, c) and IsWet(c)","PlaysOn(d, e) and IsOutdoors(d)","(exists c (exists a (IsInBlackTrunks(a) and IsBouncingOn(a, c) and IsWet(c))) & (forall a (forall e (forall d (forall c (  IsBouncingOn(a, c) -> PlaysOn(d, e)))))) & (forall a (forall d (forall c (  IsBouncingOn(a, c) ->   IsOutdoors(d)))))) -> (forall e (forall d (PlaysOn(d, e) and IsOutdoors(d))))","(exists a (exists c (IsInBlackTrunks(a) and IsBouncingOn(a, c) and IsWet(c))) & (forall g (forall f (forall h (forall i (  IsBouncingOn(f,g) -> PlaysOn(h,i)))))) & (forall j (forall l (forall k (  IsBouncingOn(j,k) ->   IsOutdoors(l)))))) -> (exists d (exists e (PlaysOn(d, e) and IsOutdoors(d))))",0
142,,1,"2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. Thus, 2 people are at a table."," ""2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.""  "," ""2 people are at a table.""","HasBackpack(a),  AtTable(a, b),  BehindTable(d, b),  WearsBeigeBlazer(d)","AtTable(a, b)","[('HasBackpack(a)', 'AtTable(a, b)')]","[(' People', ' People'), (' table', ' table')]","[(' woman', ' People')]","HasBackpack(a) and AtTable(a, b) and BehindTable(d, b) and WearsBeigeBlazer(d)","AtTable(a, b)","(exists d (HasBackpack(a) and AtTable(a, b) and BehindTable(d, b) and WearsBeigeBlazer(d)) & (forall a (forall b (HasBackpack(a) -> AtTable(a, b))))) -> (forall a (AtTable(a, b)))","(exists a (exists b (exists d (HasBackpack(a) and AtTable(a, b) and BehindTable(d, b) and WearsBeigeBlazer(d)))) & (forall g (forall f (HasBackpack(f) -> AtTable(f,g))))) -> (exists a (exists b (AtTable(a, b))))",0
143,,1,"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground. It follows that there are people wrestling.", Two men are wrestling on the ground and are dressed in some sort of costume.  , There are people wrestling.,"IsWrestling(a),  IsOnGround(a),  IsDressedInCostume(a)",IsWrestling(d),[],[],"[(' Two men', ' People')]",IsWrestling(a) and IsOnGround(a) and IsDressedInCostume(a),IsWrestling(d),(exists a (IsWrestling(a) and IsOnGround(a) and IsDressedInCostume(a))) -> (forall d (IsWrestling(d))),(exists a (IsWrestling(a) and IsOnGround(a) and IsDressedInCostume(a))) -> (exists d (IsWrestling(d))),1
144,,1,"two girls looking out the window at ""Hair at Hart."" Hence, two people look out a window."," ""Two girls are looking out the window at 'Hair at Hart.'"""," ""Two people look out a window.""","IsLookingOutWindow(b, a),  IsLookingAt(b, c)","IsLookingOutWindow(d, a)",[],"[(' window', ' window')]","[(' Two girls', ' Two people')]","IsLookingOutWindow(b, a) and IsLookingAt(b, c)","IsLookingOutWindow(d, a)","(exists b (IsLookingOutWindow(b, a) and IsLookingAt(b, c))) -> (forall d (IsLookingOutWindow(d, a)))","(exists a (exists b (exists c (IsLookingOutWindow(b, a) and IsLookingAt(b, c))))) -> (exists d (exists a (IsLookingOutWindow(d, a))))",1
145,,1,"A man visiting a friend in the hospital. Therefore, a man in a hospital receives a visiting friend."," ""A man visits a friend in the hospital.""  "," ""A man in a hospital receives a visiting friend.""","Visits(a, b),  IsInHospital(b)","IsInHospital(d),  ReceivesVisitor(d, e)",[],[],"[(' A man', ' A man in a hospital')]","Visits(a, b) and IsInHospital(b)","IsInHospital(d) and ReceivesVisitor(d, e)","(exists a (Visits(a, b) and IsInHospital(b))) -> (forall d (IsInHospital(d) and ReceivesVisitor(d, e)))","(exists a (exists b (Visits(a, b) and IsInHospital(b)))) -> (exists d (exists e (IsInHospital(d) and ReceivesVisitor(d, e))))",1
146,,1,"A schoolgirl is jumping over a low hurdle. Consequently, a girl is jumping over a hurdle."," ""A schoolgirl is jumping over a low hurdle.""  "," ""A girl is jumping over a hurdle.""","IsJumpingOver(a, b)","IsJumpingOver(c, d)",[],[],"[(' A schoolgirl', ' A girl'), (' a low hurdle', ' a hurdle')]","IsJumpingOver(a, b)","IsJumpingOver(c, d)","(exists b (exists a (IsJumpingOver(a, b)))) -> (forall d (forall c (IsJumpingOver(c, d))))","(exists a (exists b (IsJumpingOver(a, b)))) -> (exists d (exists c (IsJumpingOver(c, d))))",0
147,,1,"Young Asian girl is sitting on the ground in rubble. Hence, the young Asian girl is outside in the rubble."," ""The young Asian girl is sitting on the ground in rubble.""  "," ""The young Asian girl is outside in the rubble.""","IsYoung(a),  IsAsian(a),  IsSittingOnGround(a),  IsInRubble(c)","IsYoung(a),  IsAsian(a),  IsOutside(a),  IsInRubble(a)","[('IsYoung(a)', '  IsAsian(a)'), ('  IsSittingOnGround(a)', '  IsOutside(a)'), ('  IsSittingOnGround(a)', '  IsInRubble(a)')]","[(' The young Asian girl', ' The young Asian girl'), (' rubble', ' rubble')]",[],IsYoung(a) and IsAsian(a) and IsSittingOnGround(a) and IsInRubble(c),IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a),(IsYoung(a) and IsAsian(a) and IsSittingOnGround(a) and IsInRubble(c) & (forall a (IsYoung(a) ->   IsAsian(a))) & (forall a (  IsSittingOnGround(a) ->   IsOutside(a))) & (forall a (  IsSittingOnGround(a) ->   IsInRubble(a)))) -> (IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a)),(exists a (exists c (IsYoung(a) and IsAsian(a) and IsSittingOnGround(a) and IsInRubble(c))) & (forall d (IsYoung(d) ->   IsAsian(d))) & (forall e (  IsSittingOnGround(e) ->   IsOutside(e))) & (forall f (  IsSittingOnGround(f) ->   IsInRubble(f)))) -> (exists a (IsYoung(a) and IsAsian(a) and IsOutside(a) and IsInRubble(a))),1
148,,1,"A group of women sing together while wearing matching black dresses. Thus, there are women singing."," ""A group of women sing together while wearing matching black dresses.""  "," ""There are women singing.""","SingTogether(a),  IsWearing(a, b)",IsSinging(c),"[('SingTogether(a)', 'IsSinging(c)'), ('IsSinging(c)', 'SingTogether(a)'), ('  IsWearing(a, b)', 'IsSinging(c)')]",[],"[(' A group of women', ' Women')]","SingTogether(a) and IsWearing(a, b)",IsSinging(c),"(exists a (SingTogether(a) and IsWearing(a, b)) & (forall a (forall c (SingTogether(a) -> IsSinging(c)))) & (forall a (forall c (IsSinging(c) -> SingTogether(a)))) & (forall a (forall b (forall c (  IsWearing(a, b) -> IsSinging(c)))))) -> (forall c (IsSinging(c)))","(exists a (exists b (SingTogether(a) and IsWearing(a, b))) & (forall d (forall e (SingTogether(d) -> IsSinging(e)))) & (forall g (forall f (IsSinging(f) -> SingTogether(g)))) & (forall j (forall h (forall i (  IsWearing(h,i) -> IsSinging(j)))))) -> (exists c (IsSinging(c)))",1
149,,1,Two boys in running clothes stretching. This implies that the boys are stretching.," ""Two boys are in running clothes.""  "," ""The boys are stretching.""",IsInRunningClothes(a),IsStretching(c),[],[],[],IsInRunningClothes(a),IsStretching(c),(IsInRunningClothes(a)) -> (IsStretching(c)),(exists a (IsInRunningClothes(a))) -> (exists c (IsStretching(c))),0
150,,1,A group of young men in a gym take turns scoring in basketball. This implies that guys are indoors., A group of young men in a gym take turns scoring in basketball.  , Guys are indoors.,"IsInGym(a),  TakesTurnsScoring(a),  IsInBasketball(a)",IsIndoors(d),"[('IsInGym(a)', 'IsIndoors(d)'), ('  TakesTurnsScoring(a)', 'IsIndoors(d)'), ('  IsInBasketball(a)', 'IsIndoors(d)')]",[],"[(' Group of young men', ' Guys')]",IsInGym(a) and TakesTurnsScoring(a) and IsInBasketball(a),IsIndoors(d),(exists a (IsInGym(a) and TakesTurnsScoring(a) and IsInBasketball(a)) & (forall a (forall d (IsInGym(a) -> IsIndoors(d)))) & (forall a (forall d (  TakesTurnsScoring(a) -> IsIndoors(d)))) & (forall a (forall d (  IsInBasketball(a) -> IsIndoors(d))))) -> (forall d (IsIndoors(d))),(exists a (IsInGym(a) and TakesTurnsScoring(a) and IsInBasketball(a)) & (forall f (forall e (IsInGym(e) -> IsIndoors(f)))) & (forall g (forall h (  TakesTurnsScoring(g) -> IsIndoors(h)))) & (forall j (forall i (  IsInBasketball(i) -> IsIndoors(j))))) -> (exists d (IsIndoors(d))),1
151,,1,"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor."," ""An Eastern vendor sits by his stall with a rooster nearby."""," ""A rooster is near a vendor.""","IsEasternVendor(b),  SitsBy(b, c),  IsNearby(a, c)","IsNear(a, d)",[],"[(' rooster', ' Rooster')]","[(' Eastern vendor', ' vendor')]","IsEasternVendor(b) and SitsBy(b, c) and IsNearby(a, c)","IsNear(a, d)","(exists b (IsEasternVendor(b) and SitsBy(b, c) and IsNearby(a, c))) -> (forall d (IsNear(a, d)))","(exists a (exists b (exists c (IsEasternVendor(b) and SitsBy(b, c) and IsNearby(a, c))))) -> (exists a (exists d (IsNear(a, d))))",1
152,,1,"A bird is perched on a tree branch. Thus, a bird is perching in a tree.", A bird is perched on a tree branch.  , A bird is perching in a tree.,"IsPerchedOn(a, b)","IsPerchingIn(a, c)","[('IsPerchedOn(a, b)', 'IsPerchingIn(a, c)')]","[(' A bird', ' A bird')]","[(' a tree branch', ' a tree')]","IsPerchedOn(a, b)","IsPerchingIn(a, c)","(exists b (IsPerchedOn(a, b)) & (forall a (forall b (forall c (IsPerchedOn(a, b) -> IsPerchingIn(a, c)))))) -> (forall c (IsPerchingIn(a, c)))","(exists a (exists b (IsPerchedOn(a, b))) & (forall d (forall f (forall e (IsPerchedOn(d,e) -> IsPerchingIn(d,f)))))) -> (exists a (exists c (IsPerchingIn(a, c))))",1
153,,1,"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station."," ""A man in an overcoat is putting on his gloves at a subway station."""," ""A person is in the subway station.""","IsInOvercoat(b),  IsPuttingOnGloves(b),  IsAtSubwayStation(b)",IsInSubwayStation(d),"[('IsInOvercoat(b)', 'IsInSubwayStation(d)'), ('  IsPuttingOnGloves(b)', 'IsInSubwayStation(d)'), ('  IsAtSubwayStation(b)', 'IsInSubwayStation(d)'), ('IsInSubwayStation(d)', '  IsAtSubwayStation(b)')]","[(' a subway station', ' subway station')]","[(' A man in an overcoat', ' A person')]",IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b),IsInSubwayStation(d),(exists b (IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b)) & (forall d (forall b (IsInOvercoat(b) -> IsInSubwayStation(d)))) & (forall d (forall b (  IsPuttingOnGloves(b) -> IsInSubwayStation(d)))) & (forall d (forall b (  IsAtSubwayStation(b) -> IsInSubwayStation(d)))) & (forall d (forall b (IsInSubwayStation(d) ->   IsAtSubwayStation(b))))) -> (forall d (IsInSubwayStation(d))),(exists b (IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b)) & (forall g (forall f (IsInOvercoat(f) -> IsInSubwayStation(g)))) & (forall h (forall i (  IsPuttingOnGloves(h) -> IsInSubwayStation(i)))) & (forall j (forall k (  IsAtSubwayStation(j) -> IsInSubwayStation(k)))) & (forall m (forall l (IsInSubwayStation(l) ->   IsAtSubwayStation(m))))) -> (exists d (IsInSubwayStation(d))),1
154,,1,"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside."," ""A person is outside observing flooded streets with cars in the water.""  "," ""The streets are flooded with cars in the water.""","IsOutside(c),  IsObserving(c, d),  IsFlooded(d),  IsIn(a, b)","IsFlooded(e),  IsIn(a, b)","[('IsOutside(c)', 'IsFlooded(e)'), ('IsFlooded(e)', 'IsOutside(c)'), ('  IsIn(a, b)', 'IsOutside(c)'), ('  IsObserving(c, d)', 'IsFlooded(e)'), ('  IsIn(a, b)', 'IsFlooded(e)')]","[(' cars', ' cars'), (' water', ' the water')]","[(' flooded streets', ' The streets')]","IsOutside(c) and IsObserving(c, d) and IsFlooded(d) and IsIn(a, b)","IsFlooded(e) and IsIn(a, b)","(exists d (IsOutside(c) and IsObserving(c, d) and IsFlooded(d) and IsIn(a, b)) & (forall e (forall c (IsOutside(c) -> IsFlooded(e)))) & (forall e (forall c (IsFlooded(e) -> IsOutside(c)))) & (forall a (forall b (forall c (  IsIn(a, b) -> IsOutside(c))))) & (forall d (forall e (forall c (  IsObserving(c, d) -> IsFlooded(e))))) & (forall a (forall b (forall e (  IsIn(a, b) -> IsFlooded(e)))))) -> (forall e (IsFlooded(e) and IsIn(a, b)))","(exists d (exists a (exists b (exists c (IsOutside(c) and IsObserving(c, d) and IsFlooded(d) and IsIn(a, b))))) & (forall g (forall h (IsOutside(g) -> IsFlooded(h)))) & (forall j (forall i (IsFlooded(i) -> IsOutside(j)))) & (forall l (forall m (forall k (  IsIn(k,l) -> IsOutside(m))))) & (forall o (forall p (forall n (  IsObserving(n,o) -> IsFlooded(p))))) & (forall r (forall q (forall s (  IsIn(q,r) -> IsFlooded(s)))))) -> (exists a (exists b (exists e (IsFlooded(e) and IsIn(a, b)))))",1
155,,1,A group of people are camping out on some rocks. This implies that people are outdoors.," ""A group of people are camping out on some rocks."""," ""People are outdoors.""","IsCampingOutOn(a, b)",IsOutdoors(c),"[('IsCampingOutOn(a, b)', 'IsOutdoors(c)')]",[],"[(' A group of people', ' People')]","IsCampingOutOn(a, b)",IsOutdoors(c),"(exists a (IsCampingOutOn(a, b)) & (forall a (forall b (forall c (IsCampingOutOn(a, b) -> IsOutdoors(c)))))) -> (forall c (IsOutdoors(c)))","(exists a (exists b (IsCampingOutOn(a, b))) & (forall d (forall f (forall e (IsCampingOutOn(d,e) -> IsOutdoors(f)))))) -> (exists c (IsOutdoors(c)))",1
156,,1,A choir made up of varying ages of people are performing. This implies that the choir is singing., The choir is made up of people of varying ages.  , The choir is singing.,"IsMadeUpOf(a, a),  HasVaryingAges(a)",IsSinging(a),"[('IsMadeUpOf(a, a)', 'IsSinging(a)')]","[(' The choir', ' The choir'), (' The choir', ' people')]",[],"IsMadeUpOf(a, a) and HasVaryingAges(a)",IsSinging(a),"(IsMadeUpOf(a, a) and HasVaryingAges(a) & (forall a (IsMadeUpOf(a, a) -> IsSinging(a)))) -> (IsSinging(a))","(exists a (IsMadeUpOf(a, a) and HasVaryingAges(a)) & (forall d (forall e (IsMadeUpOf(d,e) -> IsSinging(d))))) -> (exists a (IsSinging(a)))",1
157,,1,A man scales a rock climbing wall. It follows that a man rock climbing.," ""A man scales a rock climbing wall.""  "," ""A man is rock climbing.""","Scales(a, b)",IsRockClimbing(a),"[('Scales(a, b)', 'IsRockClimbing(a)')]","[(' A man', ' A man')]",[],"Scales(a, b)",IsRockClimbing(a),"(Scales(a, b) & (forall a (forall b (Scales(a, b) -> IsRockClimbing(a))))) -> (IsRockClimbing(a))","(exists a (exists b (Scales(a, b))) & (forall d (forall c (Scales(c,d) -> IsRockClimbing(c))))) -> (exists a (IsRockClimbing(a)))",1
158,,1,"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside."," ""A little white dog is running outside with ears blown back in the wind.""  "," ""There is an animal outside.""","IsLittleWhiteDog(a),  IsRunningOutside(a),  IsBlownBack(b),  InWind(b)",IsOutside(d),"[('IsLittleWhiteDog(a)', 'IsOutside(d)'), ('IsOutside(d)', 'IsLittleWhiteDog(a)'), ('  IsRunningOutside(a)', 'IsOutside(d)'), ('  IsBlownBack(b)', 'IsOutside(d)'), ('  InWind(b)', 'IsOutside(d)')]",[],"[(' A little white dog', ' An animal')]",IsLittleWhiteDog(a) and IsRunningOutside(a) and IsBlownBack(b) and InWind(b),IsOutside(d),(exists a (IsLittleWhiteDog(a) and IsRunningOutside(a) and IsBlownBack(b) and InWind(b)) & (forall a (forall d (IsLittleWhiteDog(a) -> IsOutside(d)))) & (forall d (forall a (IsOutside(d) -> IsLittleWhiteDog(a)))) & (forall a (forall d (  IsRunningOutside(a) -> IsOutside(d)))) & (forall d (forall b (  IsBlownBack(b) -> IsOutside(d)))) & (forall d (forall b (  InWind(b) -> IsOutside(d))))) -> (forall d (IsOutside(d))),(exists a (exists b (IsLittleWhiteDog(a) and IsRunningOutside(a) and IsBlownBack(b) and InWind(b))) & (forall f (forall e (IsLittleWhiteDog(e) -> IsOutside(f)))) & (forall g (forall h (IsOutside(g) -> IsLittleWhiteDog(h)))) & (forall j (forall i (  IsRunningOutside(i) -> IsOutside(j)))) & (forall l (forall k (  IsBlownBack(k) -> IsOutside(l)))) & (forall m (forall n (  InWind(m) -> IsOutside(n))))) -> (exists d (IsOutside(d))),1
159,,1,"A bearded man sits near a white van. As a consequence, a man sitting outside near a van."," ""A bearded man sits near a white van.""  "," ""A man sits outside near a van.""","IsBearded(a),  SitsNearVan(a)","SitsOutside(c),  SitsNearVan(c)","[('  SitsNearVan(a)', 'SitsOutside(c)')]",[],"[(' A bearded man', ' A man'), (' white van', ' a van')]",IsBearded(a) and SitsNearVan(a),SitsOutside(c) and SitsNearVan(c),(exists a (IsBearded(a) and SitsNearVan(a)) & (forall a (forall c (  SitsNearVan(a) -> SitsOutside(c))))) -> (forall c (SitsOutside(c) and SitsNearVan(c))),(exists a (IsBearded(a) and SitsNearVan(a)) & (forall f (forall e (  SitsNearVan(e) -> SitsOutside(f))))) -> (exists c (SitsOutside(c) and SitsNearVan(c))),1
160,,1,"Two children wearing hooded tops laughing with each other. Thus, children laugh."," ""Two children wearing hooded tops are laughing with each other.""  "," ""Children laugh.""","IsWearingHoodedTops(a),  IsLaughing(a)",IsLaughing(c),[],[],"[(' Two children', ' Children')]",IsWearingHoodedTops(a) and IsLaughing(a),IsLaughing(c),(exists a (IsWearingHoodedTops(a) and IsLaughing(a))) -> (forall c (IsLaughing(c))),(exists a (IsWearingHoodedTops(a) and IsLaughing(a))) -> (exists c (IsLaughing(c))),1
161,,1,"A man in glasses in a basement. Thus, the basement has a man in it."," ""A man is in a basement.""  "," ""The basement has a man in it.""",IsInBasement(a),IsInBasement(a),[],"[(' A man', ' a man')]",[],IsInBasement(a),IsInBasement(a),(IsInBasement(a)) -> (IsInBasement(a)),(exists a (IsInBasement(a))) -> (exists a (IsInBasement(a))),1
162,,1,A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd., A man in a white shirt is speaking into a microphone at a public event.  , A man in a white shirt is making a speech in front of a crowd.,"IsInWhiteShirt(a),  IsSpeakingIntoMicrophone(a),  IsAtPublicEvent(a)","IsInWhiteShirt(a),  IsMakingSpeech(a),  IsInFrontOfCrowd(a)","[('IsInWhiteShirt(a)', '  IsInFrontOfCrowd(a)'), ('IsInWhiteShirt(a)', '  IsSpeakingIntoMicrophone(a)'), ('  IsSpeakingIntoMicrophone(a)', '  IsMakingSpeech(a)'), ('  IsMakingSpeech(a)', '  IsSpeakingIntoMicrophone(a)'), ('  IsSpeakingIntoMicrophone(a)', '  IsInFrontOfCrowd(a)'), ('IsInWhiteShirt(a)', '  IsAtPublicEvent(a)'), ('  IsAtPublicEvent(a)', '  IsMakingSpeech(a)'), ('  IsMakingSpeech(a)', '  IsAtPublicEvent(a)'), ('  IsAtPublicEvent(a)', '  IsInFrontOfCrowd(a)'), ('  IsInFrontOfCrowd(a)', '  IsAtPublicEvent(a)')]","[(' A man in a white shirt', ' A man in a white shirt')]","[(' A man in a white shirt', ' a crowd')]",IsInWhiteShirt(a) and IsSpeakingIntoMicrophone(a) and IsAtPublicEvent(a),IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a),(IsInWhiteShirt(a) and IsSpeakingIntoMicrophone(a) and IsAtPublicEvent(a) & (forall a (IsInWhiteShirt(a) ->   IsInFrontOfCrowd(a))) & (forall a (IsInWhiteShirt(a) ->   IsSpeakingIntoMicrophone(a))) & (forall a (  IsSpeakingIntoMicrophone(a) ->   IsMakingSpeech(a))) & (forall a (  IsMakingSpeech(a) ->   IsSpeakingIntoMicrophone(a))) & (forall a (  IsSpeakingIntoMicrophone(a) ->   IsInFrontOfCrowd(a))) & (forall a (IsInWhiteShirt(a) ->   IsAtPublicEvent(a))) & (forall a (  IsAtPublicEvent(a) ->   IsMakingSpeech(a))) & (forall a (  IsMakingSpeech(a) ->   IsAtPublicEvent(a))) & (forall a (  IsAtPublicEvent(a) ->   IsInFrontOfCrowd(a))) & (forall a (  IsInFrontOfCrowd(a) ->   IsAtPublicEvent(a)))) -> (IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a)),(exists a (IsInWhiteShirt(a) and IsSpeakingIntoMicrophone(a) and IsAtPublicEvent(a)) & (forall f (IsInWhiteShirt(f) ->   IsInFrontOfCrowd(f))) & (forall g (IsInWhiteShirt(g) ->   IsSpeakingIntoMicrophone(g))) & (forall h (  IsSpeakingIntoMicrophone(h) ->   IsMakingSpeech(h))) & (forall i (  IsMakingSpeech(i) ->   IsSpeakingIntoMicrophone(i))) & (forall j (  IsSpeakingIntoMicrophone(j) ->   IsInFrontOfCrowd(j))) & (forall k (IsInWhiteShirt(k) ->   IsAtPublicEvent(k))) & (forall l (  IsAtPublicEvent(l) ->   IsMakingSpeech(l))) & (forall m (  IsMakingSpeech(m) ->   IsAtPublicEvent(m))) & (forall n (  IsAtPublicEvent(n) ->   IsInFrontOfCrowd(n))) & (forall o (  IsInFrontOfCrowd(o) ->   IsAtPublicEvent(o)))) -> (exists a (IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a))),1
163,,1,A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.," ""A brown and white dog is chained up near a red chair.""  "," ""The dog is chained to a chair.""","IsBrownAndWhite(b),  IsChainedUp(b),  IsNearRedChair(b)","IsChainedTo(c, a)",[],"[(' a chair', ' red chair')]","[(' A brown and white dog', ' The dog')]",IsBrownAndWhite(b) and IsChainedUp(b) and IsNearRedChair(b),"IsChainedTo(c, a)","(exists b (IsBrownAndWhite(b) and IsChainedUp(b) and IsNearRedChair(b))) -> (forall c (IsChainedTo(c, a)))","(exists b (IsBrownAndWhite(b) and IsChainedUp(b) and IsNearRedChair(b))) -> (exists a (exists c (IsChainedTo(c, a))))",0
164,,1,"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her."," ""Daddy taught her how to ride her scooter.""  "," ""Daddy taught her.""","Taught(a,  b),  HasScooter(b, c)","Taught(a, b)",[],"[(' Daddy', ' Daddy'), (' her', ' her')]",[],"Taught(a, b) and HasScooter(b, c)","Taught(a, b)","(Taught(a, b) and HasScooter(b, c)) -> (Taught(a, b))","(exists a (exists b (exists c (Taught(a, b) and HasScooter(b, c))))) -> (exists a (exists b (Taught(a, b))))",1
165,,1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside.", A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with trees in the background., The girl is outside.,"IsSmall(a),  HasShortBrownHair(a),  IsPushing(a, c),  IsPink(c),  IsOver(c, d),  HasBrownLeaves(e),  HasTrees(g, f)",IsOutside(h),"[('IsSmall(a)', 'IsOutside(h)'), ('  HasShortBrownHair(a)', 'IsOutside(h)'), ('  IsPushing(a, c)', 'IsOutside(h)'), ('  IsPink(c)', 'IsOutside(h)'), ('  HasTrees(g, f)', 'IsOutside(h)')]",[],[],"IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsPink(c) and IsOver(c, d) and HasBrownLeaves(e) and HasTrees(g, f)",IsOutside(h),"(IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsPink(c) and IsOver(c, d) and HasBrownLeaves(e) and HasTrees(g, f) & (forall a (forall h (IsSmall(a) -> IsOutside(h)))) & (forall a (forall h (  HasShortBrownHair(a) -> IsOutside(h)))) & (forall a (forall h (forall c (  IsPushing(a, c) -> IsOutside(h))))) & (forall h (forall c (  IsPink(c) -> IsOutside(h)))) & (forall g (forall f (forall h (  HasTrees(g, f) -> IsOutside(h)))))) -> (IsOutside(h))","(exists c (exists f (exists e (exists a (exists d (exists g (IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsPink(c) and IsOver(c, d) and HasBrownLeaves(e) and HasTrees(g, f))))))) & (forall j (forall i (IsSmall(i) -> IsOutside(j)))) & (forall l (forall k (  HasShortBrownHair(k) -> IsOutside(l)))) & (forall o (forall m (forall n (  IsPushing(m,n) -> IsOutside(o))))) & (forall p (forall q (  IsPink(p) -> IsOutside(q)))) & (forall r (forall t (forall s (  HasTrees(r,s) -> IsOutside(t)))))) -> (exists h (IsOutside(h)))",1
166,,1,"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children."," ""A man wearing a black cap is suspended in the air on a swing.""  "," ""A man in a black hat is swinging with children.""","IsWearingBlackCap(a),  IsSuspendedInAir(a),  IsOnSwing(a)","IsInBlackHat(d),  IsSwingingWithChildren(d)","[('  IsOnSwing(a)', '  IsSwingingWithChildren(d)')]",[],[],IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a),IsInBlackHat(d) and IsSwingingWithChildren(d),(IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a) & (forall a (forall d (  IsOnSwing(a) ->   IsSwingingWithChildren(d))))) -> (IsInBlackHat(d) and IsSwingingWithChildren(d)),(exists a (IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a)) & (forall g (forall f (  IsOnSwing(f) ->   IsSwingingWithChildren(g))))) -> (exists d (IsInBlackHat(d) and IsSwingingWithChildren(d))),0
167,,1,"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man."," ""A man with a blue, collared shirt sits in front of another man.""  "," ""A man sits in front of another man.""","IsWithBlueCollaredShirt(b),  SitsInFrontOf(b,a)","SitsInFrontOf(d, a)",[],"[(' another man', ' another man')]","[(' A man with a blue', ' A man')]","IsWithBlueCollaredShirt(b) and SitsInFrontOf(b,a)","SitsInFrontOf(d, a)","(exists b (IsWithBlueCollaredShirt(b) and SitsInFrontOf(b,a))) -> (forall d (SitsInFrontOf(d, a)))","(exists a (exists b (IsWithBlueCollaredShirt(b) and SitsInFrontOf(b,a)))) -> (exists d (exists a (SitsInFrontOf(d, a))))",1
