Unnamed: 0,label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result,logical_fallacies
105,1,,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention.," ""A scientist studies a slide related to her invention.""  "," ""A scientist works on her new creation.""","Studies(a, b),  RelatedTo(b, c)","WorksOn(a, d),  IsNewCreation(d)",[],"[(' A scientist', ' A scientist')]",[],"Studies(a, b) and RelatedTo(b, c)","WorksOn(a, d) and IsNewCreation(d)","(Studies(a, b) and RelatedTo(b, c)) -> (WorksOn(a, d) and IsNewCreation(d))","(exists a (exists b (exists c (Studies(a, b) and RelatedTo(b, c))))) -> (exists d (exists a (WorksOn(a, d) and IsNewCreation(d))))",LF,
106,1,,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball."," ""A red dog jumps and catches a tennis ball in its mouth.""  "," ""A dog catches a ball.""","IsRed(a),  Jumps(a),  CatchesInMouth(a, b)","Catches(a, d)","[('  CatchesInMouth(a, b)', 'Catches(a, d)')]","[(' A dog', ' A red dog')]","[(' a tennis ball', ' a ball.')]","IsRed(a) and Jumps(a) and CatchesInMouth(a, b)","Catches(a, d)","(exists b (IsRed(a) and Jumps(a) and CatchesInMouth(a, b)) & (forall d (forall a (forall b (  CatchesInMouth(a, b) -> Catches(a, d)))))) -> (forall d (Catches(a, d)))","(exists a (exists b (IsRed(a) and Jumps(a) and CatchesInMouth(a, b))) & (forall h (forall f (forall g (  CatchesInMouth(f,g) -> Catches(f,h)))))) -> (exists d (exists a (Catches(a, d))))",Valid,
107,1,,"A group of dogs stand in the snow. Thus, there are animals outdoors."," ""A group of dogs stand in the snow.""  "," ""There are animals outdoors.""","IsGroupOfDogs(a),  IsInSnow(a)",IsOutdoors(c),"[('IsGroupOfDogs(a)', 'IsOutdoors(c)'), ('  IsInSnow(a)', 'IsOutdoors(c)')]",[],"[(' A group of dogs', ' Animals')]",IsGroupOfDogs(a) and IsInSnow(a),IsOutdoors(c),(exists a (IsGroupOfDogs(a) and IsInSnow(a)) & (forall a (forall c (IsGroupOfDogs(a) -> IsOutdoors(c)))) & (forall a (forall c (  IsInSnow(a) -> IsOutdoors(c))))) -> (forall c (IsOutdoors(c))),(exists a (IsGroupOfDogs(a) and IsInSnow(a)) & (forall e (forall f (IsGroupOfDogs(e) -> IsOutdoors(f)))) & (forall h (forall g (  IsInSnow(g) -> IsOutdoors(h))))) -> (exists c (IsOutdoors(c))),Valid,
108,1,,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.," ""This person is snowboarding on a very small pile of snow on a sunny cold day."""," ""The young snowboarder is sizing up their next jump.""","IsSnowboarding(a),  IsOnPileOfSnow(a, b),  IsSmall(b),  IsSunny(c),  IsCold(c)","IsYoung(d),  IsSnowboarder(d),  IsSizingUp(d, e),  IsNextJump(e)",[],[],[],"IsSnowboarding(a) and IsOnPileOfSnow(a, b) and IsSmall(b) and IsSunny(c) and IsCold(c)","IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e) and IsNextJump(e)","(IsSnowboarding(a) and IsOnPileOfSnow(a, b) and IsSmall(b) and IsSunny(c) and IsCold(c)) -> (IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e) and IsNextJump(e))","(exists a (exists b (exists c (IsSnowboarding(a) and IsOnPileOfSnow(a, b) and IsSmall(b) and IsSunny(c) and IsCold(c))))) -> (exists d (exists e (IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e) and IsNextJump(e))))",LF,
109,1,,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. As a consequence, people watch men in kilts.", A man in a kilt has thrown a long pole.  , People watch men in kilts.,"WearsKilt(a),  HasThrown(a, b)","Watch(c, d),  WearKilts(d)","[('WearsKilt(a)', '  WearKilts(d)'), ('  HasThrown(a, b)', 'Watch(c, d)'), ('  HasThrown(a, b)', '  WearKilts(d)')]",[],"[(' A man in a kilt', ' People'), (' A man in a kilt', ' men'), (' A man in a kilt', ' kilts')]","WearsKilt(a) and HasThrown(a, b)","Watch(c, d) and WearKilts(d)","(exists a (WearsKilt(a) and HasThrown(a, b)) & (forall d (forall a (WearsKilt(a) ->   WearKilts(d)))) & (forall d (forall a (forall b (forall c (  HasThrown(a, b) -> Watch(c, d)))))) & (forall d (forall a (forall b (  HasThrown(a, b) ->   WearKilts(d)))))) -> (forall d (forall c (Watch(c, d) and WearKilts(d))))","(exists a (exists b (WearsKilt(a) and HasThrown(a, b))) & (forall f (forall g (WearsKilt(f) ->   WearKilts(g)))) & (forall j (forall i (forall h (forall k (  HasThrown(h,i) -> Watch(j,k)))))) & (forall m (forall l (forall n (  HasThrown(l,m) ->   WearKilts(n)))))) -> (exists d (exists c (Watch(c, d) and WearKilts(d))))",Valid,
110,1,,"A boy is riding down the road between two cows. Consequently, a boy, a road and two cows.", A boy is riding down the road between two cows.  ," There is a boy, a road, and two cows.","IsRiding(a),  IsBetween(a, b)","IsOnRoad(a),  AreTwoCows(b)",[],"[(' A boy', ' A boy'), (' two cows', ' two cows.')]",[],"IsRiding(a) and IsBetween(a, b)",IsOnRoad(a) and AreTwoCows(b),"(IsRiding(a) and IsBetween(a, b)) -> (IsOnRoad(a) and AreTwoCows(b))","(exists a (exists b (IsRiding(a) and IsBetween(a, b)))) -> (exists a (exists b (IsOnRoad(a) and AreTwoCows(b))))",LF,
111,1,,A bald man is getting out of a small blue car. It follows that the man is bald.," ""A bald man is getting out of a small blue car.""  "," ""The man is bald.""","IsBald(a),  IsGettingOutOf(a, b),  IsSmall(b),  IsBlue(b)",IsBald(c),"[('  IsGettingOutOf(a, b)', 'IsBald(c)')]",[],"[(' A bald man', ' The man')]","IsBald(a) and IsGettingOutOf(a, b) and IsSmall(b) and IsBlue(b)",IsBald(c),"(exists a (IsBald(a) and IsGettingOutOf(a, b) and IsSmall(b) and IsBlue(b)) & (forall a (forall b (forall c (  IsGettingOutOf(a, b) -> IsBald(c)))))) -> (forall c (IsBald(c)))","(exists a (exists b (IsBald(a) and IsGettingOutOf(a, b) and IsSmall(b) and IsBlue(b))) & (forall d (forall e (forall f (  IsGettingOutOf(d,e) -> IsBald(f)))))) -> (exists c (IsBald(c)))",Valid,
112,1,,"Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background. Thus, young boys kicking around a soccer ball."," ""Young boys in green and blue jerseys kick around a soccer ball."""," ""Young boys are kicking around a soccer ball.""","IsYoung(a),  IsWearing(a, c),  Kicks(a, b)","IsYoung(a),  Kicks(a, b)","[('IsYoung(a)', '  Kicks(a, b)'), ('  Kicks(a, b)', 'IsYoung(a)'), ('IsYoung(a)', '  Kicks(a, b)')]","[(' Young boys', ' Young boys'), (' soccer ball', ' soccer ball')]",[],"IsYoung(a) and IsWearing(a, c) and Kicks(a, b)","IsYoung(a) and Kicks(a, b)","(IsYoung(a) and IsWearing(a, c) and Kicks(a, b) & (forall a (forall b (IsYoung(a) ->   Kicks(a, b)))) & (forall a (forall b (  Kicks(a, b) -> IsYoung(a)))) & (forall a (forall b (IsYoung(a) ->   Kicks(a, b))))) -> (IsYoung(a) and Kicks(a, b))","(exists a (exists b (exists c (IsYoung(a) and IsWearing(a, c) and Kicks(a, b)))) & (forall d (forall e (IsYoung(d) ->   Kicks(d,e)))) & (forall f (forall g (  Kicks(f,g) -> IsYoung(f)))) & (forall i (forall h (IsYoung(h) ->   Kicks(h,i))))) -> (exists a (exists b (IsYoung(a) and Kicks(a, b))))",Valid,
113,1,,"A girl playing a violin along with a group of people. Consequently, a girl is playing an instrument.", A girl is playing a violin with a group of people.  , A girl is playing an instrument.,"IsPlayingViolin(a),  WithGroupOfPeople(a)",IsPlayingInstrument(a),"[('IsPlayingViolin(a)', 'IsPlayingInstrument(a)')]","[(' A girl', ' A girl')]","[(' a violin', ' an instrument'), (' a group of people', ' A girl')]",IsPlayingViolin(a) and WithGroupOfPeople(a),IsPlayingInstrument(a),(IsPlayingViolin(a) and WithGroupOfPeople(a) & (forall a (IsPlayingViolin(a) -> IsPlayingInstrument(a)))) -> (IsPlayingInstrument(a)),(exists a (IsPlayingViolin(a) and WithGroupOfPeople(a)) & (forall e (IsPlayingViolin(e) -> IsPlayingInstrument(e)))) -> (exists a (IsPlayingInstrument(a))),Valid,
114,1,,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom. It follows that two boys washing their hands.," ""Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom."""," ""Two boys are washing their hands.""","IsSmall(b),  IsInBlueSoccerUniforms(b),  UsesSetOfSteps(b, d),  IsWooden(d),  WashesHands(b, a),  IsInAdultSizedBathroom(b, e)","WashesHands(f, a)","[('  UsesSetOfSteps(b, d)', 'WashesHands(f, a)')]","[(' their hands', ' their hands')]","[(' Two small boys', ' Two boys')]","IsSmall(b) and IsInBlueSoccerUniforms(b) and UsesSetOfSteps(b, d) and IsWooden(d) and WashesHands(b, a) and IsInAdultSizedBathroom(b, e)","WashesHands(f, a)","(exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and UsesSetOfSteps(b, d) and IsWooden(d) and WashesHands(b, a) and IsInAdultSizedBathroom(b, e)) & (forall d (forall a (forall f (forall b (  UsesSetOfSteps(b, d) -> WashesHands(f, a))))))) -> (forall f (WashesHands(f, a)))","(exists e (exists d (exists a (exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and UsesSetOfSteps(b, d) and IsWooden(d) and WashesHands(b, a) and IsInAdultSizedBathroom(b, e))))) & (forall j (forall i (forall h (forall g (  UsesSetOfSteps(g,h) -> WashesHands(i,j))))))) -> (exists a (exists f (WashesHands(f, a))))",Valid,
115,1,,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by. This implies that there are three soccer players.," A soccer player in white kicks a ball, another soccer player lunges towards the ball, and a third soccer player in red follows close by.", There are three soccer players.,"IsSoccerPlayerInWhite(a),  KicksBall(a),  LungesTowardsBall(x),  FollowsClose(y),  IsSoccerPlayerInRed(y)",AreThreeSoccerPlayers(b),"[('IsSoccerPlayerInWhite(a)', 'AreThreeSoccerPlayers(b)'), ('  KicksBall(a)', 'AreThreeSoccerPlayers(b)'), ('  FollowsClose(y)', 'AreThreeSoccerPlayers(b)'), ('  IsSoccerPlayerInRed(y)', 'AreThreeSoccerPlayers(b)')]",[],[],IsSoccerPlayerInWhite(a) and KicksBall(a) and LungesTowardsBall(x) and FollowsClose(y) and IsSoccerPlayerInRed(y),AreThreeSoccerPlayers(b),(IsSoccerPlayerInWhite(a) and KicksBall(a) and LungesTowardsBall(x) and FollowsClose(y) and IsSoccerPlayerInRed(y) & (forall a (forall b (IsSoccerPlayerInWhite(a) -> AreThreeSoccerPlayers(b)))) & (forall a (forall b (  KicksBall(a) -> AreThreeSoccerPlayers(b)))) & (forall y (forall b (  FollowsClose(y) -> AreThreeSoccerPlayers(b)))) & (forall y (forall b (  IsSoccerPlayerInRed(y) -> AreThreeSoccerPlayers(b))))) -> (AreThreeSoccerPlayers(b)),(exists x (exists a (exists y (IsSoccerPlayerInWhite(a) and KicksBall(a) and LungesTowardsBall(x) and FollowsClose(y) and IsSoccerPlayerInRed(y)))) & (forall d (forall c (IsSoccerPlayerInWhite(c) -> AreThreeSoccerPlayers(d)))) & (forall e (forall f (  KicksBall(e) -> AreThreeSoccerPlayers(f)))) & (forall h (forall g (  FollowsClose(g) -> AreThreeSoccerPlayers(h)))) & (forall j (forall i (  IsSoccerPlayerInRed(i) -> AreThreeSoccerPlayers(j))))) -> (exists b (AreThreeSoccerPlayers(b))),Valid,
116,1,,"Children playing a video game together. Thus, the kids are indoors playing a video game.", Children are playing a video game together.  , The kids are indoors.,"ArePlaying(a),  AreTogether(a)",IsIndoors(a),[],"[(' Children', ' The kids')]",[],ArePlaying(a) and AreTogether(a),IsIndoors(a),(ArePlaying(a) and AreTogether(a)) -> (IsIndoors(a)),(exists a (ArePlaying(a) and AreTogether(a))) -> (exists a (IsIndoors(a))),LF,
117,1,,Two people in coats kiss on the side of a road. This implies that people show their appreciation for another., Two people in coats kiss on the side of a road.  , People show appreciation for another.,"IsInCoats(a),  KissOnSideOfRoad(a, b)","ShowAppreciationFor(c, d)","[('  KissOnSideOfRoad(a, b)', 'ShowAppreciationFor(c, d)')]",[],"[(' Two people in coats', ' People')]","IsInCoats(a) and KissOnSideOfRoad(a, b)","ShowAppreciationFor(c, d)","(exists a (IsInCoats(a) and KissOnSideOfRoad(a, b)) & (forall d (forall a (forall b (forall c (  KissOnSideOfRoad(a, b) -> ShowAppreciationFor(c, d))))))) -> (forall c (ShowAppreciationFor(c, d)))","(exists a (exists b (IsInCoats(a) and KissOnSideOfRoad(a, b))) & (forall e (forall f (forall g (forall h (  KissOnSideOfRoad(e,f) -> ShowAppreciationFor(g,h))))))) -> (exists d (exists c (ShowAppreciationFor(c, d))))",Valid,
118,1,,Woman reading a book with a grocery tote. It follows that a woman is reading.," ""A woman is reading a book with a grocery tote.""  "," ""A woman is reading.""","IsReading(a),  HasGroceryTote(a)",IsReading(a),[],"[(' A woman', ' A woman')]",[],IsReading(a) and HasGroceryTote(a),IsReading(a),(IsReading(a) and HasGroceryTote(a)) -> (IsReading(a)),(exists a (IsReading(a) and HasGroceryTote(a))) -> (exists a (IsReading(a))),Valid,
119,1,,"A man wearing a brown hoodie is shopping for snacks. As a consequence, the man is wearing brown.", The man is wearing a brown hoodie.  , The man is wearing brown.,"IsWearing(a, b)",IsWearingBrown(a),"[('IsWearing(a, b)', 'IsWearingBrown(a)')]","[(' The man', ' The man')]",[],"IsWearing(a, b)",IsWearingBrown(a),"(IsWearing(a, b) & (forall a (forall b (IsWearing(a, b) -> IsWearingBrown(a))))) -> (IsWearingBrown(a))","(exists a (exists b (IsWearing(a, b))) & (forall d (forall c (IsWearing(c,d) -> IsWearingBrown(c))))) -> (exists a (IsWearingBrown(a)))",Valid,
120,1,,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him. As a consequence, a man is in front of a camera.", A young man in a blue T-shirt and sweatpants stands in front of a camera., A man is in front of a camera.,"IsYoung(b),  IsInBlueTShirt(b),  IsInSweatpants(b),  StandsInFrontOf(b,a)","IsInFrontOf(e, a)","[('IsInFrontOf(e, a)', '  StandsInFrontOf(b,a)')]","[(' a camera', ' camera')]","[(' A young man', ' A man')]","IsYoung(b) and IsInBlueTShirt(b) and IsInSweatpants(b) and StandsInFrontOf(b,a)","IsInFrontOf(e, a)","(exists b (IsYoung(b) and IsInBlueTShirt(b) and IsInSweatpants(b) and StandsInFrontOf(b,a)) & (forall a (forall e (forall b (IsInFrontOf(e, a) ->   StandsInFrontOf(b,a)))))) -> (forall e (IsInFrontOf(e, a)))","(exists a (exists b (IsYoung(b) and IsInBlueTShirt(b) and IsInSweatpants(b) and StandsInFrontOf(b,a))) & (forall j (forall i (forall h (forall g (IsInFrontOf(g,h) ->   StandsInFrontOf(i,j))))))) -> (exists a (exists e (IsInFrontOf(e, a))))",LF,
121,1,,"This church choir sings to the masses as they sing joyous songs from the book at a church. Therefore, the church is filled with song."," ""The church choir sings joyous songs from the book at a church.""  "," ""The church is filled with song.""","SingsJoyousSongs(a, b),  FromBook(b, c),  AtChurch(a, d)","IsFilledWithSong(e, f)",[],[],"[(' The church choir', ' The church'), (' joyous songs', ' song')]","SingsJoyousSongs(a, b) and FromBook(b, c) and AtChurch(a, d)","IsFilledWithSong(e, f)","(exists b (exists a (SingsJoyousSongs(a, b) and FromBook(b, c) and AtChurch(a, d)))) -> (forall f (forall e (IsFilledWithSong(e, f))))","(exists d (exists a (exists b (exists c (SingsJoyousSongs(a, b) and FromBook(b, c) and AtChurch(a, d)))))) -> (exists e (exists f (IsFilledWithSong(e, f))))",LF,
122,1,,"A man and a woman are standing at the side of an inflatable climbing structure. As a consequence, a man and a woman are standing.", A man and a woman are standing at the side of an inflatable climbing structure.  , A man and a woman are standing.,"IsStandingAtSide(a),  IsStandingAtSide(b),  IsSideOf(c, d)","IsStanding(a),  IsStanding(b)","[('IsStandingAtSide(a)', 'IsStanding(a)'), ('  IsStandingAtSide(b)', '  IsStanding(b)')]","[(' A man', ' A man'), (' a woman', ' a woman')]",[],"IsStandingAtSide(a) and IsStandingAtSide(b) and IsSideOf(c, d)",IsStanding(a) and IsStanding(b),"(IsStandingAtSide(a) and IsStandingAtSide(b) and IsSideOf(c, d) & (forall a (IsStandingAtSide(a) -> IsStanding(a))) & (forall b (  IsStandingAtSide(b) ->   IsStanding(b)))) -> (IsStanding(a) and IsStanding(b))","(exists d (exists a (exists b (exists c (IsStandingAtSide(a) and IsStandingAtSide(b) and IsSideOf(c, d))))) & (forall e (IsStandingAtSide(e) -> IsStanding(e))) & (forall f (  IsStandingAtSide(f) ->   IsStanding(f)))) -> (exists a (exists b (IsStanding(a) and IsStanding(b))))",Valid,
123,1,,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.," ""An Asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand."""," ""The teenager is seated.""","IsAsian(a),  IsTeenager(a),  IsWearing(a, b),  IsSittingOn(a, c),  IsResting(d, e)","IsTeenager(f),  IsSeated(f)","[('  IsTeenager(a)', '  IsSeated(f)'), ('IsTeenager(f)', '  IsSittingOn(a, c)'), ('  IsSittingOn(a, c)', '  IsSeated(f)'), ('  IsSeated(f)', '  IsSittingOn(a, c)'), ('  IsResting(d, e)', '  IsSeated(f)')]",[],"[(' Asian teenager', ' The teenager')]","IsAsian(a) and IsTeenager(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)",IsTeenager(f) and IsSeated(f),"(exists a (IsAsian(a) and IsTeenager(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)) & (forall a (forall f (  IsTeenager(a) ->   IsSeated(f)))) & (forall a (forall f (forall c (IsTeenager(f) ->   IsSittingOn(a, c))))) & (forall a (forall f (forall c (  IsSittingOn(a, c) ->   IsSeated(f))))) & (forall a (forall f (forall c (  IsSeated(f) ->   IsSittingOn(a, c))))) & (forall d (forall e (forall f (  IsResting(d, e) ->   IsSeated(f)))))) -> (forall f (IsTeenager(f) and IsSeated(f)))","(exists d (exists b (exists c (exists e (exists a (IsAsian(a) and IsTeenager(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)))))) & (forall h (forall g (  IsTeenager(g) ->   IsSeated(h)))) & (forall j (forall i (forall k (IsTeenager(i) ->   IsSittingOn(j,k))))) & (forall m (forall l (forall n (  IsSittingOn(l,m) ->   IsSeated(n))))) & (forall o (forall p (forall q (  IsSeated(o) ->   IsSittingOn(p,q))))) & (forall s (forall r (forall t (  IsResting(r,s) ->   IsSeated(t)))))) -> (exists f (IsTeenager(f) and IsSeated(f)))",Valid,
124,1,,"Boy in red and black shirt walks through grass. Therefore, the boy is walking.", The boy is wearing a red and black shirt and walking through grass.  , The boy is walking.,"IsWearing(a, b),  IsWalkingThroughGrass(a)",IsWalking(a),"[('  IsWalkingThroughGrass(a)', 'IsWalking(a)'), ('IsWalking(a)', '  IsWalkingThroughGrass(a)')]","[(' The boy', ' The boy')]",[],"IsWearing(a, b) and IsWalkingThroughGrass(a)",IsWalking(a),"(IsWearing(a, b) and IsWalkingThroughGrass(a) & (forall a (  IsWalkingThroughGrass(a) -> IsWalking(a))) & (forall a (IsWalking(a) ->   IsWalkingThroughGrass(a)))) -> (IsWalking(a))","(exists a (exists b (IsWearing(a, b) and IsWalkingThroughGrass(a))) & (forall d (  IsWalkingThroughGrass(d) -> IsWalking(d))) & (forall e (IsWalking(e) ->   IsWalkingThroughGrass(e)))) -> (exists a (IsWalking(a)))",Valid,
125,1,,"These girls are having a great time looking for seashells. As a consequence, the girls are happy."," ""The girls are having a great time looking for seashells.""  "," ""The girls are happy.""","AreHavingGreatTime(a),  AreLookingFor(a, b)",IsHappy(a),"[('AreHavingGreatTime(a)', 'IsHappy(a)'), ('IsHappy(a)', 'AreHavingGreatTime(a)'), ('  AreLookingFor(a, b)', 'IsHappy(a)')]","[(' The girls', ' The girls')]",[],"AreHavingGreatTime(a) and AreLookingFor(a, b)",IsHappy(a),"(AreHavingGreatTime(a) and AreLookingFor(a, b) & (forall a (AreHavingGreatTime(a) -> IsHappy(a))) & (forall a (IsHappy(a) -> AreHavingGreatTime(a))) & (forall a (forall b (  AreLookingFor(a, b) -> IsHappy(a))))) -> (IsHappy(a))","(exists a (exists b (AreHavingGreatTime(a) and AreLookingFor(a, b))) & (forall c (AreHavingGreatTime(c) -> IsHappy(c))) & (forall d (IsHappy(d) -> AreHavingGreatTime(d))) & (forall e (forall f (  AreLookingFor(e,f) -> IsHappy(e))))) -> (exists a (IsHappy(a)))",Valid,
126,1,,"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums."," ""A small girl in a pink dress is playing electronic drum pads with sticks.""  "," ""A girl is playing electronic drums.""","IsSmall(a),  IsInPinkDress(a),  IsPlayingDrumPads(a),  IsUsingSticks(a)",IsPlayingDrums(a),"[('  IsPlayingDrumPads(a)', 'IsPlayingDrums(a)'), ('  IsUsingSticks(a)', 'IsPlayingDrums(a)')]","[(' A girl', ' Small girl')]","[(' electronic drum pads', ' electronic drums')]",IsSmall(a) and IsInPinkDress(a) and IsPlayingDrumPads(a) and IsUsingSticks(a),IsPlayingDrums(a),(IsSmall(a) and IsInPinkDress(a) and IsPlayingDrumPads(a) and IsUsingSticks(a) & (forall a (  IsPlayingDrumPads(a) -> IsPlayingDrums(a))) & (forall a (  IsUsingSticks(a) -> IsPlayingDrums(a)))) -> (IsPlayingDrums(a)),(exists a (IsSmall(a) and IsInPinkDress(a) and IsPlayingDrumPads(a) and IsUsingSticks(a)) & (forall g (  IsPlayingDrumPads(g) -> IsPlayingDrums(g))) & (forall h (  IsUsingSticks(h) -> IsPlayingDrums(h)))) -> (exists a (IsPlayingDrums(a))),Valid,
127,1,,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo."," ""A blond woman has a tattoo of an angel on her arm.""  "," ""A person with a tattoo.""","IsBlond(b),  HasTattoo(b),  IsTattooOf(a,c),  IsOn(a,d)",HasTattoo(e),"[('  IsTattooOf(a,c)', 'HasTattoo(e)'), ('  IsOn(a,d)', 'HasTattoo(e)')]","[(' tattoo', ' tattoo')]","[(' A blond woman', ' A person'), (' her arm', ' A person')]","IsBlond(b) and HasTattoo(b) and IsTattooOf(a,c) and IsOn(a,d)",HasTattoo(e),"(exists d (exists b (IsBlond(b) and HasTattoo(b) and IsTattooOf(a,c) and IsOn(a,d))) & (forall e (forall a (forall c (  IsTattooOf(a,c) -> HasTattoo(e))))) & (forall e (forall d (forall a (  IsOn(a,d) -> HasTattoo(e)))))) -> (forall e (HasTattoo(e)))","(exists d (exists a (exists b (exists c (IsBlond(b) and HasTattoo(b) and IsTattooOf(a,c) and IsOn(a,d))))) & (forall h (forall f (forall g (  IsTattooOf(f,g) -> HasTattoo(h))))) & (forall j (forall i (forall k (  IsOn(i,j) -> HasTattoo(k)))))) -> (exists e (HasTattoo(e)))",Valid,
128,1,,"A tan dog chases a black and white soccer ball. Therefore, a dog is chasing a ball."," ""A tan dog chases a black and white soccer ball.""  "," ""A dog is chasing a ball.""","IsTan(a),  Chases(a, b)","IsChasing(c, d)","[('  Chases(a, b)', 'IsChasing(c, d)')]",[],"[(' Tan dog', ' A dog'), (' black and white soccer ball', ' a ball')]","IsTan(a) and Chases(a, b)","IsChasing(c, d)","(exists b (exists a (IsTan(a) and Chases(a, b))) & (forall d (forall a (forall b (forall c (  Chases(a, b) -> IsChasing(c, d))))))) -> (forall d (forall c (IsChasing(c, d))))","(exists a (exists b (IsTan(a) and Chases(a, b))) & (forall e (forall f (forall g (forall h (  Chases(e,f) -> IsChasing(g,h))))))) -> (exists d (exists c (IsChasing(c, d))))",Valid,
129,1,,"A dusty boy runs along a dirt path through the grass. As a consequence, a boy is outside running.", A dusty boy runs along a dirt path through the grass.  , A boy is outside running.,"IsDusty(a),  RunsAlong(a, b),  ThroughGrass(a)","IsOutside(d),  IsRunning(d)","[('IsDusty(a)', '  IsRunning(d)'), ('  RunsAlong(a, b)', 'IsOutside(d)'), ('  RunsAlong(a, b)', '  IsRunning(d)'), ('  ThroughGrass(a)', 'IsOutside(d)'), ('  ThroughGrass(a)', '  IsRunning(d)')]",[],"[(' A dusty boy', ' A boy')]","IsDusty(a) and RunsAlong(a, b) and ThroughGrass(a)",IsOutside(d) and IsRunning(d),"(exists a (IsDusty(a) and RunsAlong(a, b) and ThroughGrass(a)) & (forall d (forall a (IsDusty(a) ->   IsRunning(d)))) & (forall d (forall a (forall b (  RunsAlong(a, b) -> IsOutside(d))))) & (forall d (forall a (forall b (  RunsAlong(a, b) ->   IsRunning(d))))) & (forall d (forall a (  ThroughGrass(a) -> IsOutside(d)))) & (forall d (forall a (  ThroughGrass(a) ->   IsRunning(d))))) -> (forall d (IsOutside(d) and IsRunning(d)))","(exists a (exists b (IsDusty(a) and RunsAlong(a, b) and ThroughGrass(a))) & (forall e (forall f (IsDusty(e) ->   IsRunning(f)))) & (forall i (forall h (forall g (  RunsAlong(g,h) -> IsOutside(i))))) & (forall j (forall k (forall l (  RunsAlong(j,k) ->   IsRunning(l))))) & (forall m (forall n (  ThroughGrass(m) -> IsOutside(n)))) & (forall o (forall p (  ThroughGrass(o) ->   IsRunning(p))))) -> (exists d (IsOutside(d) and IsRunning(d)))",Valid,
130,1,,"A guy with a football, a crowd watching him. Consequently, there is a guy holding a football.", There is a guy holding a football.  , A crowd is watching a guy with a football.,"IsHolding(a, b)","IsWatching(c, a),  HasFootball(a)","[('IsHolding(a, b)', '  HasFootball(a)'), ('  HasFootball(a)', 'IsHolding(a, b)')]","[(' A guy', ' a guy'), (' a football', ' a football')]","[(' A guy', ' A crowd')]","IsHolding(a, b)","IsWatching(c, a) and HasFootball(a)","(exists a (IsHolding(a, b)) & (forall a (forall b (IsHolding(a, b) ->   HasFootball(a)))) & (forall a (forall b (  HasFootball(a) -> IsHolding(a, b))))) -> (forall c (IsWatching(c, a) and HasFootball(a)))","(exists a (exists b (IsHolding(a, b))) & (forall e (forall f (IsHolding(e,f) ->   HasFootball(e)))) & (forall h (forall g (  HasFootball(g) -> IsHolding(g,h))))) -> (exists a (exists c (IsWatching(c, a) and HasFootball(a))))",LF,
