,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
10,intentional,0,"Ice core drilling shows that 800 years after natural warming , the atmosphere increases in carbon dioxide . The zenith of the Little Ice Age was 300 years ago and since then we have slightly warmed and cooled during a long-term warming trend . Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature . On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .", Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and temperature., CO2 emissions do not cause global warming.,"ShowCorrelation(a,c,d),  AreOver(a,b)","Cause(e, f)",[],[],"[(' Instrumental temperature measurements', ' global warming.'), (' human emissions of CO2', ' CO2 emissions'), (' human emissions of CO2', ' global warming.')]","AreOver(a,b) and ~ShowCorrelation(a,c,d)","~Cause(e, f)","(exists c (exists a (AreOver(a,b) and ~ShowCorrelation(a,c,d)))) -> (forall e (forall f (~Cause(e, f))))","(exists d (exists a (exists b (exists c (AreOver(a,b) and ~ShowCorrelation(a,c,d)))))) -> (exists e (exists f (~Cause(e, f))))",LF
11,intentional,0,There is no proof the current rate of change in Antarctica will continue ., There is no proof the current rate of change in Antarctica will continue.  , The rate of change in Antarctica might not continue.,"IsInAntarctica(c),  HasNoProof(b, c)",IsInAntarctica(d),[],"[(' Antarctica', ' Antarctica')]","[(' current rate of change', ' The rate of change')]","IsInAntarctica(c) and HasNoProof(b, c)",IsInAntarctica(d) and ~Continue(d),"(exists c (IsInAntarctica(c) and HasNoProof(b, c))) -> (forall d (IsInAntarctica(d) and ~Continue(d)))","(exists b (exists c (IsInAntarctica(c) and HasNoProof(b, c)))) -> (exists d (IsInAntarctica(d) and ~Continue(d)))",LF
12,fallacy of credibility,0,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain ."," This process is overpowering the erosion from sea-level rise, leading to net land-area gain.  ", There is net land-area gain despite sea-level rise.,"OverpowersErosion(c),  IsResultOf(a,b)","IsDespite(a,b)",[],"[(' sea-level rise', ' sea-level rise'), (' net land-area gain', ' Net land-area gain')]",[],"OverpowersErosion(c) and IsResultOf(a,b)","IsDespite(a,b)","(OverpowersErosion(c) and IsResultOf(a,b)) -> (IsDespite(a,b))","(exists a (exists b (exists c (OverpowersErosion(c) and IsResultOf(a,b))))) -> (exists a (exists b (IsDespite(a,b))))",LF
13,false dilemma,0,"When it thaws and is released , that carbon may evaporate as methane , which is 34 times as powerful a greenhouse-gas warming blanket as carbon dioxide when judged on the timescale of a century ; when judged on the timescale of two decades , it is 86 times as powerful .", Carbon may evaporate as methane when it thaws and is released.  , Methane is a powerful greenhouse gas.,"EvaporatesAs(b, a),  Thaws(b),  IsReleased(b)",IsPowerfulGreenhouseGas(a),"[('  Thaws(b)', 'IsPowerfulGreenhouseGas(a)')]","[(' methane', ' Methane')]","[(' methane', ' powerful greenhouse gas')]","Thaws(b) and IsReleased(b) and EvaporatesAs(b, a)",IsPowerfulGreenhouseGas(a),"(Thaws(b) and IsReleased(b) and EvaporatesAs(b, a) & (forall a (forall b (  Thaws(b) -> IsPowerfulGreenhouseGas(a))))) -> (IsPowerfulGreenhouseGas(a))","(exists a (exists b (Thaws(b) and IsReleased(b) and EvaporatesAs(b, a))) & (forall e (forall f (  Thaws(e) -> IsPowerfulGreenhouseGas(f))))) -> (exists a (IsPowerfulGreenhouseGas(a)))",Valid
14,appeal to emotion,0,We are the envy of the world .," ""We are the envy of the world.""  "," ""The world envies us.""",IsEnviedByWorld(a),"Envies(b, a)","[('Envies(b, a)', 'IsEnviedByWorld(a)')]","[(' We', ' us'), (' world', ' The world')]",[],IsEnviedByWorld(a),"Envies(b, a)","(IsEnviedByWorld(a) & (forall a (forall b (Envies(b, a) -> IsEnviedByWorld(a))))) -> (Envies(b, a))","(exists a (IsEnviedByWorld(a)) & (forall h (forall f (forall g (Envies(f,g) -> IsEnviedByWorld(h)))))) -> (exists a (exists b (Envies(b, a))))",LF
15,fallacy of credibility,0,"The new research suggests that the oceans hundreds of millions of years ago were much cooler than we thought . If true , that means that the global warming we are currently undergoing is unparallelled within the last 100 million years , and far worse than we had previously calculated ."," ""The new research suggests that the oceans hundreds of millions of years ago were much cooler than we thought."""," ""The global warming we are currently undergoing is unparalleled within the last 100 million years and far worse than previously calculated.""","Suggests(b, c, a),  AreHundredsOfMillionsOfYearsAgo(c, d),  AreMuchCooler(c)","IsCurrentlyUndergoing(e, a),  IsUnparalleledWithin(f, e),  IsFarWorse(e)",[],"[(' we', ' we')]",[],"Suggests(b, c, a) and AreHundredsOfMillionsOfYearsAgo(c, d) and AreMuchCooler(c)","IsCurrentlyUndergoing(e, a) and IsUnparalleledWithin(f, e) and IsFarWorse(e)","(Suggests(b, c, a) and AreHundredsOfMillionsOfYearsAgo(c, d) and AreMuchCooler(c)) -> (IsCurrentlyUndergoing(e, a) and IsUnparalleledWithin(f, e) and IsFarWorse(e))","(exists d (exists a (exists b (exists c (Suggests(b, c, a) and AreHundredsOfMillionsOfYearsAgo(c, d) and AreMuchCooler(c)))))) -> (exists a (exists e (exists f (IsCurrentlyUndergoing(e, a) and IsUnparalleledWithin(f, e) and IsFarWorse(e)))))",LF
16,appeal to emotion,0,So it ’ s been a surprise to climate scientists that 2017 has been so remarkably warm — because the last El Niño ended a year ago ., 2017 has been remarkably warm., The climate has been unexpectedly warm despite the end of El Niño a year ago.,IsRemarkablyWarm(a),"IsUnexpectedlyWarm(b),  IsEnded(c)",[],[],[],IsRemarkablyWarm(a),IsUnexpectedlyWarm(b) and IsEnded(c),(IsRemarkablyWarm(a)) -> (IsUnexpectedlyWarm(b) and IsEnded(c)),(exists a (IsRemarkablyWarm(a))) -> (exists b (exists c (IsUnexpectedlyWarm(b) and IsEnded(c)))),LF
17,fallacy of extension,0,"Although the extent of the summer sea ice after 2006 dropped abruptly to levels not expected until 2050 , the predicted 67-per-cent decline in polar bear numbers simply didn ’ t happen .", The 67-percent decline in polar bear numbers did not happen., The extent of the summer sea ice dropping after 2006 did not cause a decline in polar bear numbers.,"Is67PercentDecline(b),  IsPolarBearNumbers(a),  DidNotHappen(b)","IsSummerSeaIceExtent(c),  DroppedAfter2006(c),  DidNotCauseDecline(c, a),  IsPolarBearNumbers(a)","[('  DidNotCauseDecline(c, a)', '  DidNotHappen(b)')]","[(' polar bear numbers', ' polar bear numbers')]",[],Is67PercentDecline(b) and IsPolarBearNumbers(a) and ~DidNotHappen(b),"(DroppedAfter2006(c) and IsSummerSeaIceExtent(c) and IsPolarBearNumbers(a)) and ~DidNotCauseDecline(c, a)","(Is67PercentDecline(b) and IsPolarBearNumbers(a) and ~DidNotHappen(b) & (forall a (forall b (forall c (  DidNotCauseDecline(c, a) ->   DidNotHappen(b)))))) -> ((DroppedAfter2006(c) and IsSummerSeaIceExtent(c) and IsPolarBearNumbers(a)) and ~DidNotCauseDecline(c, a))","(exists a (exists b (Is67PercentDecline(b) and IsPolarBearNumbers(a) and ~DidNotHappen(b))) & (forall e (forall f (forall g (  DidNotCauseDecline(e,f) ->   DidNotHappen(g)))))) -> (exists a (exists c ((DroppedAfter2006(c) and IsSummerSeaIceExtent(c) and IsPolarBearNumbers(a)) and ~DidNotCauseDecline(c, a))))",
18,ad populum,0,"Not only do polls suggest the public is unmoved at home and in abroad , serial exaggeration at this point is arguably backfiring , confirming the perils of climate exaggeration .", Polls suggest the public is unmoved at home and abroad., Climate exaggeration is counterproductive.,"Suggests(a, b),  IsUnmoved(b, c),  IsUnmoved(b, d)",IsCounterproductive(e),[],[],[],"Suggests(a, b) and IsUnmoved(b, c) and IsUnmoved(b, d)",IsCounterproductive(e),"(Suggests(a, b) and IsUnmoved(b, c) and IsUnmoved(b, d)) -> (IsCounterproductive(e))","(exists d (exists a (exists b (exists c (Suggests(a, b) and IsUnmoved(b, c) and IsUnmoved(b, d)))))) -> (exists e (IsCounterproductive(e)))",LF
19,ad hominem,0,Green activists are at war with the greatest American foe since the Axis Powers—or so they say ., Green activists say that they are at war with the greatest American foe since the Axis Powers.  , Green activists are engaged in a significant conflict.,"Say(a),  AtWarWith(a,b),  GreatestAmericanFoeSince(b,c)","EngagedIn(a,d),  SignificantConflict(d)","[('  AtWarWith(a,b)', 'EngagedIn(a,d)')]","[(' Green activists', ' Green activists')]",[],"Say(a) and AtWarWith(a,b) and GreatestAmericanFoeSince(b,c)","EngagedIn(a,d) and SignificantConflict(d)","(Say(a) and AtWarWith(a,b) and GreatestAmericanFoeSince(b,c) & (forall d (forall a (forall b (  AtWarWith(a,b) -> EngagedIn(a,d)))))) -> (EngagedIn(a,d) and SignificantConflict(d))","(exists a (exists b (exists c (Say(a) and AtWarWith(a,b) and GreatestAmericanFoeSince(b,c)))) & (forall e (forall f (forall g (  AtWarWith(e,f) -> EngagedIn(e,g)))))) -> (exists d (exists a (EngagedIn(a,d) and SignificantConflict(d))))",LF
20,false dilemma,0,"Global warming is not even the obvious top environmental threat . Dirty water , dirty air
and insect-borne diseases are a far greater problem today for most people world-wide ."," Dirty water, dirty air, and insect-borne diseases are a greater problem than global warming.", Global warming is not the top environmental threat.,"IsDirty(b),  IsDirty(c),  IsInsectBorne(d),  IsGreaterProblem(b),  IsGreaterProblem(c),  IsGreaterProblem(d),  IsGlobalWarming(a)","IsGlobalWarming(a),  IsEnvironmentalThreat(e)",[],"[(' global warming', ' Global warming')]","[(' Dirty water', ' environmental threat'), (' dirty air', ' environmental threat'), (' global warming', ' environmental threat')]",(IsDirty(b) and IsDirty(c) and IsInsectBorne(d) and IsGreaterProblem(b) and IsGreaterProblem(c) and IsGreaterProblem(d)) and ~IsGlobalWarming(a),IsGlobalWarming(a) and ~IsEnvironmentalThreat(e),(exists a (exists c (exists b ((IsDirty(b) and IsDirty(c) and IsInsectBorne(d) and IsGreaterProblem(b) and IsGreaterProblem(c) and IsGreaterProblem(d)) and ~IsGlobalWarming(a))))) -> (forall e (IsGlobalWarming(a) and ~IsEnvironmentalThreat(e))),(exists d (exists a (exists b (exists c ((IsDirty(b) and IsDirty(c) and IsInsectBorne(d) and IsGreaterProblem(b) and IsGreaterProblem(c) and IsGreaterProblem(d)) and ~IsGlobalWarming(a)))))) -> (exists e (exists a (IsGlobalWarming(a) and ~IsEnvironmentalThreat(e)))),
21,ad hominem,0,"And for the media it ’ s ideology , money , and headlines ."," The media is driven by ideology, money, and headlines.  "," The media is influenced by ideology, money, and headlines.","IsDrivenByIdeology(a),  IsDrivenByMoney(a),  IsDrivenByHeadlines(a)","IsInfluencedByIdeology(a),  IsInfluencedByMoney(a),  IsInfluencedByHeadlines(a)","[('IsDrivenByIdeology(a)', 'IsInfluencedByIdeology(a)'), ('IsInfluencedByIdeology(a)', 'IsDrivenByIdeology(a)'), ('  IsDrivenByMoney(a)', 'IsInfluencedByIdeology(a)'), ('  IsDrivenByMoney(a)', '  IsInfluencedByMoney(a)'), ('  IsInfluencedByMoney(a)', '  IsDrivenByMoney(a)'), ('  IsDrivenByHeadlines(a)', '  IsInfluencedByHeadlines(a)'), ('  IsInfluencedByHeadlines(a)', '  IsDrivenByHeadlines(a)')]","[(' The media', ' The media'), (' ideology', ' ideology'), (' money', ' money'), (' headlines', ' headlines')]","[(' headlines', ' The media')]",IsDrivenByIdeology(a) and IsDrivenByMoney(a) and IsDrivenByHeadlines(a),IsInfluencedByIdeology(a) and IsInfluencedByMoney(a) and IsInfluencedByHeadlines(a),(IsDrivenByIdeology(a) and IsDrivenByMoney(a) and IsDrivenByHeadlines(a) & (forall a (IsDrivenByIdeology(a) -> IsInfluencedByIdeology(a))) & (forall a (IsInfluencedByIdeology(a) -> IsDrivenByIdeology(a))) & (forall a (  IsDrivenByMoney(a) -> IsInfluencedByIdeology(a))) & (forall a (  IsDrivenByMoney(a) ->   IsInfluencedByMoney(a))) & (forall a (  IsInfluencedByMoney(a) ->   IsDrivenByMoney(a))) & (forall a (  IsDrivenByHeadlines(a) ->   IsInfluencedByHeadlines(a))) & (forall a (  IsInfluencedByHeadlines(a) ->   IsDrivenByHeadlines(a)))) -> (IsInfluencedByIdeology(a) and IsInfluencedByMoney(a) and IsInfluencedByHeadlines(a)),(exists a (IsDrivenByIdeology(a) and IsDrivenByMoney(a) and IsDrivenByHeadlines(a)) & (forall e (IsDrivenByIdeology(e) -> IsInfluencedByIdeology(e))) & (forall f (IsInfluencedByIdeology(f) -> IsDrivenByIdeology(f))) & (forall g (  IsDrivenByMoney(g) -> IsInfluencedByIdeology(g))) & (forall h (  IsDrivenByMoney(h) ->   IsInfluencedByMoney(h))) & (forall i (  IsInfluencedByMoney(i) ->   IsDrivenByMoney(i))) & (forall j (  IsDrivenByHeadlines(j) ->   IsInfluencedByHeadlines(j))) & (forall k (  IsInfluencedByHeadlines(k) ->   IsDrivenByHeadlines(k)))) -> (exists a (IsInfluencedByIdeology(a) and IsInfluencedByMoney(a) and IsInfluencedByHeadlines(a))),Valid
22,faulty generalization,0,"The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into .", The Earth has experienced five mass extinctions., We are living through a mass extinction.,"HasExperienced(a, b)","IsLivingThrough(c, d)",[],[],"[(' five mass extinctions', ' mass extinction')]","HasExperienced(a, b)","IsLivingThrough(c, d)","(exists b (HasExperienced(a, b))) -> (forall d (IsLivingThrough(c, d)))","(exists a (exists b (HasExperienced(a, b)))) -> (exists d (exists c (IsLivingThrough(c, d))))",LF
23,intentional,0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today ."," The highest record temperature was 136 degrees Fahrenheit in Libya in 1922, and the record high temperature for the United States was 134 degrees Fahrenheit in Death Valley, California in 1913.  ", Fossil fuel emissions are not solely responsible for high temperatures.,"IsIn(a, b),  IsIn(c, d),  IsIn(e, f)","IsNotSolelyResponsibleFor(g, h)",[],[],"[(' Highest record temperature', ' high temperatures'), (' record high temperature', ' high temperatures')]","IsIn(a, b) and IsIn(c, d) and IsIn(e, f)","IsNotSolelyResponsibleFor(g, h)","(exists c (exists a (IsIn(a, b) and IsIn(c, d) and IsIn(e, f)))) -> (forall h (IsNotSolelyResponsibleFor(g, h)))","(exists f (exists d (exists b (exists c (exists e (exists a (IsIn(a, b) and IsIn(c, d) and IsIn(e, f)))))))) -> (exists h (exists g (IsNotSolelyResponsibleFor(g, h))))",LF
24,intentional,0,"In the very year they had forecast that the Arctic would be “ ice free ” , its thickness increased by a third . Polar bear numbers are rising , not falling . Temperatures in Greenland have shown no increase for decades .", Temperatures in Greenland have shown no increase for decades.  ," The predictions about Arctic ice, polar bear populations, and Greenland temperatures were inaccurate.","IsInGreenland(a),  ShowNoIncrease(a),  ForDecades(c)","RelateToArcticIce(d, e),  RelateToPolarBearPopulations(d, f),  RelateToGreenlandTemperatures(d, a),  AreInaccurate(d)",[],"[(' Greenland temperatures', ' Temperatures')]","[(' Greenland', ' Arctic ice')]",IsInGreenland(a) and ShowNoIncrease(a) and ForDecades(c),"(RelateToArcticIce(d, e) and RelateToPolarBearPopulations(d, f) and RelateToGreenlandTemperatures(d, a)) and AreInaccurate(d)","(IsInGreenland(a) and ShowNoIncrease(a) and ForDecades(c)) -> ((RelateToArcticIce(d, e) and RelateToPolarBearPopulations(d, f) and RelateToGreenlandTemperatures(d, a)) and AreInaccurate(d))","(exists a (exists c (IsInGreenland(a) and ShowNoIncrease(a) and ForDecades(c)))) -> (exists a (exists d (exists e (exists f ((RelateToArcticIce(d, e) and RelateToPolarBearPopulations(d, f) and RelateToGreenlandTemperatures(d, a)) and AreInaccurate(d))))))",
25,fallacy of extension,0,"Why , between 2009 and 2014 , did Defra spend a whopping £12.5 million on an ocean acidification research programme when the issue could have been resolved , for next to nothing , after a few hours ’ basic research ?", Defra spent £12.5 million on an ocean acidification research programme between 2009 and 2014., The issue of ocean acidification could have been resolved for next to nothing after a few hours of basic research.,"SpentOn(a, b, c)","CouldBeResolved(d),  NextToNothingCost(d),  AfterFewHours(e)",[],[],"[(' ocean acidification research programme', ' The issue of ocean acidification'), (' ocean acidification research programme', ' basic research')]","SpentOn(a, b, c)",(CouldBeResolved(d) and AfterFewHours(e)) and NextToNothingCost(d),"(exists c (SpentOn(a, b, c))) -> (forall e (forall d ((CouldBeResolved(d) and AfterFewHours(e)) and NextToNothingCost(d))))","(exists a (exists b (exists c (SpentOn(a, b, c))))) -> (exists d (exists e ((CouldBeResolved(d) and AfterFewHours(e)) and NextToNothingCost(d))))",
26,faulty generalization,0,"For decades , most scientists saw climate change as a distant prospect .", Most scientists saw climate change as a distant prospect for decades.  , Climate change is a distant prospect.,"SawClimateChangeAsDistantProspect(c, a, b),  ForDecades(b, d)","IsDistantProspect(a, b)","[('SawClimateChangeAsDistantProspect(c, a, b)', 'IsDistantProspect(a, b)'), ('IsDistantProspect(a, b)', 'SawClimateChangeAsDistantProspect(c, a, b)')]","[(' climate change', ' Climate change'), (' distant prospect', ' distant prospect')]",[],"SawClimateChangeAsDistantProspect(c, a, b) and ForDecades(b, d)","IsDistantProspect(a, b)","(SawClimateChangeAsDistantProspect(c, a, b) and ForDecades(b, d) & (forall a (forall b (forall c (SawClimateChangeAsDistantProspect(c, a, b) -> IsDistantProspect(a, b))))) & (forall a (forall b (forall c (IsDistantProspect(a, b) -> SawClimateChangeAsDistantProspect(c, a, b)))))) -> (IsDistantProspect(a, b))","(exists d (exists a (exists b (exists c (SawClimateChangeAsDistantProspect(c, a, b) and ForDecades(b, d))))) & (forall i (forall h (forall f (forall g (SawClimateChangeAsDistantProspect(f,g,h) -> IsDistantProspect(i,h)))))) & (forall m (forall j (forall k (forall l (IsDistantProspect(j,k) -> SawClimateChangeAsDistantProspect(l,m,k))))))) -> (exists a (exists b (IsDistantProspect(a, b))))",Valid
27,appeal to emotion,0,"If your anxiety about global warming is dominated by fears of sea-level rise , you are barely scratching the surface of what terrors are possible , even within the lifetime of a teenager today .", Global warming causes terrors beyond sea-level rise.  , Global warming causes terrors within the lifetime of a teenager today.,"Causes(a, b),  Beyond(c, b)","Causes(a, b),  Within(b, d),  OfLifetime(e, d),  IsTeenager(e),  IsToday(f)","[('Causes(a, b)', '  Beyond(c, b)')]","[(' Global warming', ' Global warming')]","[(' sea-level rise', ' Global warming')]","Causes(a, b) and Beyond(c, b)","Causes(a, b) and Within(b, d) and OfLifetime(e, d) and IsTeenager(e) and IsToday(f)","(exists c (Causes(a, b) and Beyond(c, b)) & (forall a (forall b (forall c (Causes(a, b) ->   Beyond(c, b)))))) -> (forall a (Causes(a, b) and Within(b, d) and OfLifetime(e, d) and IsTeenager(e) and IsToday(f)))","(exists a (exists b (exists c (Causes(a, b) and Beyond(c, b)))) & (forall i (forall h (forall g (Causes(g,h) ->   Beyond(i,h)))))) -> (exists f (exists d (exists b (exists e (exists a (Causes(a, b) and Within(b, d) and OfLifetime(e, d) and IsTeenager(e) and IsToday(f)))))))",LF
28,intentional,0,"Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn ’ t occurring , but scientists warned that it was caused by natural variations and circulations in the atmosphere .", Skeptics have pointed to ice gain in the Southern Hemisphere as evidence climate change wasn't occurring., Ice gain in the Southern Hemisphere is caused by natural variations and circulations in the atmosphere.,"PointedTo(c, a),  IsIn(a, b),  IsEvidenceOf(d, e),  IsNotOccurring(e)","IsIn(a, b),  CausedBy(a, f),  CausedBy(a, g),  InAtmosphere(g),  IsNatural(f)",[],"[(' ice gain', ' Ice gain'), (' Southern Hemisphere', ' Southern Hemisphere')]",[],"PointedTo(c, a) and IsIn(a, b) and IsEvidenceOf(d, e) and IsNotOccurring(e)","IsIn(a, b) and IsNatural(f) and InAtmosphere(g) and (CausedBy(a, f) and CausedBy(a, g))","(PointedTo(c, a) and IsIn(a, b) and IsEvidenceOf(d, e) and IsNotOccurring(e)) -> (IsIn(a, b) and IsNatural(f) and InAtmosphere(g) and (CausedBy(a, f) and CausedBy(a, g)))","(exists d (exists b (exists c (exists e (exists a (PointedTo(c, a) and IsIn(a, b) and IsEvidenceOf(d, e) and IsNotOccurring(e))))))) -> (exists g (exists a (exists f (exists b (IsIn(a, b) and IsNatural(f) and InAtmosphere(g) and (CausedBy(a, f) and CausedBy(a, g)))))))",LF
29,intentional,0,"Furthermore , the overall increases in such things as hurricanes and tornadoes have not materialized . Drought in the western U.S. pales in comparison to the mega-droughts tree rings tell us existed in centuries past . Lake-bottom sediments in Florida tell us that recent major hurricane activity in the Gulf of Mexico has been less frequent than in centuries past . Strong Sandy-type storms occur every year in all the major ocean basins… they just don ’ t happen to hit major metropolitan areas .", Strong Sandy-type storms occur every year in all the major ocean basins.  , Current climate conditions are not as extreme as in centuries past.,"OccurEveryYear(a),  OccurInMajorOceanBasins(a)","NotAsExtreme(d),  AreInCenturiesPast(e)",[],[],"[(' year', ' centuries past')]",OccurEveryYear(a) and OccurInMajorOceanBasins(a),NotAsExtreme(d) and AreInCenturiesPast(e),(OccurEveryYear(a) and OccurInMajorOceanBasins(a)) -> (NotAsExtreme(d) and AreInCenturiesPast(e)),(exists a (OccurEveryYear(a) and OccurInMajorOceanBasins(a))) -> (exists d (exists e (NotAsExtreme(d) and AreInCenturiesPast(e)))),LF
30,ad hominem,0,Should we trust these computer models of doom ?, Computer models predict doom.  , We should not trust computer models.,PredictsDoom(a),CanBeTrusted(a),[],"[(' Computer models', ' Computer models')]",[],PredictsDoom(a),~CanBeTrusted(a),(PredictsDoom(a)) -> (~CanBeTrusted(a)),(exists a (PredictsDoom(a))) -> (exists a (~CanBeTrusted(a))),LF
31,false causality,0,"The rise in Arctic temperatures is probably also tied to a sudden warming of the stratosphere , the atmospheric layer about 30,000 feet high — above where most weather happens — that occurred several weeks ago , Moore said .", The rise in Arctic temperatures is tied to a sudden warming of the stratosphere., Arctic temperatures are rising.,"IsRising(a),  IsTiedToSuddenWarming(a, b)",IsRising(a),"[('  IsTiedToSuddenWarming(a, b)', 'IsRising(a)')]","[(' Arctic temperatures', ' Arctic temperatures')]",[],"IsRising(a) and IsTiedToSuddenWarming(a, b)",IsRising(a),"(IsRising(a) and IsTiedToSuddenWarming(a, b) & (forall a (forall b (  IsTiedToSuddenWarming(a, b) -> IsRising(a))))) -> (IsRising(a))","(exists a (exists b (IsRising(a) and IsTiedToSuddenWarming(a, b))) & (forall d (forall c (  IsTiedToSuddenWarming(c,d) -> IsRising(c))))) -> (exists a (IsRising(a)))",Valid
32,false dilemma,0,The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use ., The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use.  , Stopping global warming does not require an end of coal use.,"DisputesConclusion(c, d),  CallsForEndOfCoalUse(d),  StopsGlobalWarming(a)",RequiresEndOfCoalUse(a),[],"[(' global warming', ' Global warming'), (' coal use', ' coal use')]",[],"DisputesConclusion(c, d) and (StopsGlobalWarming(a) and CallsForEndOfCoalUse(d))",~RequiresEndOfCoalUse(a),"(DisputesConclusion(c, d) and (StopsGlobalWarming(a) and CallsForEndOfCoalUse(d))) -> (~RequiresEndOfCoalUse(a))","(exists d (exists a (exists c (DisputesConclusion(c, d) and (StopsGlobalWarming(a) and CallsForEndOfCoalUse(d)))))) -> (exists a (~RequiresEndOfCoalUse(a)))",LF
33,fallacy of logic,0,The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is .," ""Carbon dioxide is not a pollutant.""  "," ""It is dishonest to say carbon dioxide is a pollutant.""",IsNotPollutant(a),IsDishonestToSayIsPollutant(a),"[('IsNotPollutant(a)', 'IsDishonestToSayIsPollutant(a)'), ('IsDishonestToSayIsPollutant(a)', 'IsNotPollutant(a)')]","[(' Carbon dioxide', ' Carbon dioxide'), (' pollutant', ' pollutant')]","[(' Carbon dioxide', ' pollutant'), (' pollutant', ' Carbon dioxide')]",IsNotPollutant(a),IsDishonestToSayIsPollutant(a),(IsNotPollutant(a) & (forall a (IsNotPollutant(a) -> IsDishonestToSayIsPollutant(a))) & (forall a (IsDishonestToSayIsPollutant(a) -> IsNotPollutant(a)))) -> (IsDishonestToSayIsPollutant(a)),(exists a (IsNotPollutant(a)) & (forall c (IsNotPollutant(c) -> IsDishonestToSayIsPollutant(c))) & (forall d (IsDishonestToSayIsPollutant(d) -> IsNotPollutant(d)))) -> (exists a (IsDishonestToSayIsPollutant(a))),Valid
